,TIGER 200,TIGER 200 IT,TIGER 200 건설,TIGER 200 경기소비재,TIGER 200 금융,TIGER 200 산업재,TIGER 200 생활소비재,TIGER 200 에너지화학,TIGER 200 중공업,TIGER 200 철강소재,TIGER 200 헬스케어,TIGER 200IT레버리지,TIGER 200TR,TIGER 200동일가중,TIGER 200선물레버리지,TIGER 200선물인버스2X,TIGER 200에너지화학레버리지,TIGER 200커뮤니케이션서비스,TIGER 200커버드콜5%OTM,TIGER 200커버드콜ATM,TIGER 2차전지테마,TIGER KRX300,TIGER KTOP30,TIGER K게임,TIGER LG그룹+펀더멘털,TIGER MSCI KOREA ESG리더스,TIGER MSCI KOREA ESG유니버설,TIGER MSCI Korea TR,TIGER S&P글로벌인프라(합성),TIGER S&P글로벌헬스케어(합성),TIGER TOP10,TIGER 경기방어,TIGER 경기방어채권혼합,TIGER 골드선물(H),TIGER 구리실물,TIGER 국채3년,TIGER 글로벌4차산업혁신기술(합성 H),TIGER 글로벌자원생산기업(합성 H),TIGER 금속선물(H),TIGER 금은선물(H),TIGER 농산물선물Enhanced(H),TIGER 단기선진하이일드(합성 H),TIGER 단기채권액티브,TIGER 단기통안채,TIGER 라틴35,TIGER 레버리지,TIGER 로우볼,TIGER 리츠부동산인프라,TIGER 모멘텀,TIGER 미국MSCI리츠(합성 H),TIGER 미국S&P500레버리지(합성 H),TIGER 미국S&P500선물(H),TIGER 미국S&P500선물인버스(H),TIGER 미국나스닥100,TIGER 미국나스닥바이오,TIGER 미국다우존스30,TIGER 미국달러단기채권액티브,TIGER 미국달러선물레버리지,TIGER 미국달러선물인버스2X,TIGER 미국채10년선물,TIGER 미디어컨텐츠,TIGER 반도체,TIGER 방송통신,TIGER 배당성장,TIGER 삼성그룹펀더멘털,TIGER 소프트웨어,TIGER 여행레저,TIGER 우량가치,TIGER 우선주,TIGER 원유선물Enhanced(H),TIGER 원유선물인버스(H),TIGER 유로스탁스50(합성 H),TIGER 유로스탁스레버리지(합성 H),TIGER 유로스탁스배당30,TIGER 은행,TIGER 의료기기,TIGER 이머징마켓MSCI레버리지(합성 H),TIGER 인도니프티50레버리지(합성),TIGER 인버스,TIGER 일본TOPIX(합성 H),TIGER 일본니케이225,TIGER 일본엔선물,TIGER 중국소비테마,TIGER 중장기국채,TIGER 증권,TIGER 지주회사,TIGER 차이나CSI300,TIGER 차이나CSI300레버리지(합성),TIGER 차이나CSI300인버스(합성),TIGER 차이나HSCEI,TIGER 차이나항셍25,TIGER 코스닥150,TIGER 코스닥150 레버리지,TIGER 코스닥150IT,TIGER 코스닥150바이오테크,TIGER 코스닥150선물인버스,TIGER 코스피,TIGER 코스피고배당,TIGER 코스피대형주,TIGER 코스피중형주,TIGER 헬스케어,TIGER 현대차그룹+펀더멘털,TIGER 화장품
70,24825.0,19887.31,1748.34,10607.57,4911.42,3646.8,9394.94,9292.43,1901.79,5284.9,20165.87,18626.3,12697.61,7455.0,6900.97,7748.91,4819.43,16622.01,11160.49,8704.73,6463.04,11396.13,6174.46,7240.88,5739.45,6881.49,7385.96,9821.64,9106.58,13944.96,8101.6,9652.87,9282.33,13151.69,5710.1,111478.02,11248.02,8734.77,3985.04,9393.49,4169.55,10850.64,50244.49,100419.1,2429.97,8649.45,8903.98,4390.22,15532.66,11252.46,14033.12,32349.04,6376.66,44912.81,16145.31,14537.12,10424.21,10798.39,8686.09,12858.73,4555.23,21915.39,6913.13,11760.47,7780.94,8763.12,3759.75,7937.74,8322.52,1765.01,15796.04,9663.41,5254.17,8972.09,5172.99,11688.54,7069.66,8041.22,7957.47,11664.61,12737.91,11181.72,5990.35,53532.14,2822.34,9159.78,8550.2,17805.45,10958.2,12437.55,16123.72,9484.39,7033.03,10519.84,9158.33,7931.41,18703.93,9085.32,9188.2,9475.59,31376.32,12359.59,2876.12
71,25231.8,20303.51,1795.8,10754.68,5008.62,3707.7,9520.27,9514.71,1945.94,5386.43,20484.65,19384.89,12911.04,7603.05,7169.44,7440.88,5022.94,16903.91,11300.52,8802.85,6658.61,11589.07,6285.37,7414.8,5893.11,7001.88,7504.4,9981.41,9004.29,13841.5,8219.79,9801.54,9326.83,13228.89,5711.2,111489.87,11179.46,8701.09,3964.78,9430.54,4148.45,10928.45,50246.67,100423.4,2417.46,8963.72,9022.99,4406.97,15743.05,10752.64,13800.47,32109.19,6423.27,45403.56,16215.97,14328.47,10421.49,10813.32,8672.64,12837.07,4646.37,22456.64,7108.17,12021.86,7931.14,8901.19,3863.19,8063.88,8430.67,1837.43,15740.97,9662.71,5255.84,8944.17,5268.07,11709.1,7020.57,7849.96,7798.83,11896.75,13143.92,11192.28,6088.75,53568.16,2887.43,9259.26,8690.88,18411.26,10748.34,12478.81,16147.15,9734.58,7379.43,10868.69,9244.76,7748.4,19018.05,9221.8,9334.35,9680.03,31642.7,12596.33,2915.69
72,25197.31,20655.79,1780.87,10675.98,4877.15,3687.52,9445.61,9631.68,1926.0,5405.8,20491.32,20097.36,12895.54,7590.71,7191.47,7419.86,5153.59,17043.68,11303.64,8804.42,6976.49,11595.82,6315.0,7558.87,5965.75,7026.59,7495.55,9970.17,8976.16,14293.31,8177.89,9754.27,9315.39,13089.13,5865.29,111551.41,11260.29,8422.57,4040.96,9335.54,4065.23,10973.62,50247.66,100424.68,2377.7,8970.36,8988.16,4382.73,15869.61,10558.04,13994.83,32302.86,6387.58,47256.38,16547.49,14529.48,10521.87,11036.72,8495.92,13067.18,4784.37,22839.87,7167.36,12084.58,7972.93,9060.96,4027.89,8006.87,8438.76,1711.26,17621.93,9380.51,4948.7,8417.73,5125.24,11913.48,7068.65,7775.95,7787.5,11803.73,13010.85,11274.42,6122.34,53684.72,2826.71,9304.58,8696.3,18415.55,10767.92,12372.86,15996.37,9972.4,7819.48,11215.83,9381.62,7482.35,19017.22,9166.73,9328.15,9687.52,31770.68,12434.1,2937.34
73,25989.52,21506.57,1816.6,10940.36,4976.93,3786.19,9658.8,9933.85,1949.97,5439.44,20616.41,22062.15,13307.38,7723.89,7629.98,6961.77,5481.89,17420.2,11553.96,8938.93,7236.27,11962.28,6518.94,7754.22,6133.03,7251.01,7753.19,10310.61,8826.05,14432.17,8423.38,9865.27,9348.5,13026.23,5861.4,111494.21,11355.72,8318.35,4061.24,9290.16,4033.84,10967.71,50250.36,100429.55,2308.24,9526.83,9140.41,4462.83,16207.41,10369.13,14187.16,32439.83,6356.29,47743.31,16881.17,14423.22,10428.59,10840.91,8644.69,12959.21,4836.54,23435.11,7346.04,12366.76,8264.83,9281.28,4213.64,8172.55,8758.91,1695.43,17887.16,9394.48,4974.96,8255.42,5211.64,12036.71,7046.44,7793.86,7546.7,11970.5,13303.32,11198.61,6297.93,53604.78,2982.52,9896.96,8701.83,18450.54,10767.53,12444.83,16099.43,10131.97,8005.83,11468.56,9397.33,7415.01,19594.73,9356.36,9636.05,9849.36,31860.24,12721.29,3018.28
74,25700.87,21110.76,1842.56,10853.08,4919.27,3779.61,9668.93,9888.25,2001.23,5442.55,20735.47,21157.41,13154.77,7758.07,7421.25,7156.77,5410.03,17561.56,11495.81,8915.99,7179.15,11827.82,6459.82,7757.78,6060.75,7187.43,7647.8,10170.11,9194.4,14757.32,8291.03,9934.56,9370.73,12778.79,5964.36,111497.88,11672.92,8623.57,4091.87,9116.47,4059.12,11018.72,50253.42,100431.86,2368.65,9286.07,9168.31,4478.64,16124.12,10729.43,14896.81,33395.93,6169.5,48247.42,17666.33,14893.53,10452.19,10892.93,8606.64,12965.89,4777.24,23091.18,7453.49,12344.27,8163.25,9301.6,4131.44,8202.99,8721.16,1702.89,18232.92,9647.8,5232.78,8538.91,5158.15,12390.89,7317.81,8276.56,7652.74,11885.41,13187.4,11193.69,6234.93,53623.0,2927.0,9287.3,8747.62,18649.01,10676.79,12483.13,16129.39,10108.21,7959.64,11384.21,9438.91,7435.8,19431.42,9334.35,9517.16,9985.26,32189.3,12609.87,3009.34
75,25427.25,20962.77,1827.91,10665.57,4852.23,3777.64,9644.28,9854.46,1944.19,5353.07,20727.94,20435.82,13012.2,7657.69,7256.68,7314.66,5392.2,17535.68,11402.08,8863.91,7104.76,11702.27,6393.24,7628.38,6048.4,7150.41,7557.19,10051.32,9079.29,14818.26,8190.13,9943.11,9365.98,12875.88,5999.93,111450.8,11635.79,8511.97,4082.99,9192.16,4032.21,10948.2,50255.47,100433.4,2322.61,9077.67,9081.54,4429.85,16021.68,10282.89,14364.45,32659.63,6305.87,48018.5,18044.76,14632.57,10533.6,11053.24,8479.24,13083.38,4664.39,22876.82,7401.15,12358.45,8057.71,9262.22,4058.56,8139.18,8575.16,1626.12,21142.98,9712.38,5291.82,8558.13,5060.71,12195.4,7244.97,8399.87,7737.51,11745.4,13074.28,11321.43,6136.23,53580.75,2881.89,9184.3,8695.95,18420.12,10732.44,12308.13,15917.29,9988.45,7779.8,11242.62,9399.04,7517.98,19241.19,9228.28,9429.6,9867.11,32080.72,12297.79,2955.79
76,25673.76,21227.23,1878.12,10657.05,4837.22,3769.14,9827.65,9823.76,1941.24,5311.44,20846.64,21207.91,13141.62,7683.88,7394.08,7175.92,5284.22,17904.09,11466.89,8897.0,7133.35,11816.24,6446.7,7757.81,6065.56,7235.45,7632.81,10150.58,8841.19,14468.25,8282.58,10091.91,9405.35,12705.52,5807.04,111383.56,11278.85,8246.06,4006.65,9052.68,4004.68,10824.65,50256.79,100435.05,2251.88,9246.13,9088.78,4449.22,16227.52,10121.73,13510.18,31773.81,6476.38,46337.14,17526.52,14271.28,10557.28,11126.52,8425.25,13145.03,4722.51,23202.03,7504.43,12395.64,8144.41,9463.83,4114.5,8172.15,8605.98,1343.66,29146.96,9325.89,4879.85,8340.14,5040.27,12487.02,6891.23,7921.75,7663.6,11666.83,12975.37,11337.23,6166.28,53363.97,2876.18,9229.22,8786.62,18821.97,10615.87,12406.22,16037.15,10095.68,7908.89,11292.94,9519.56,7471.22,19409.82,9257.53,9520.17,9898.79,32353.55,12193.39,2983.61
77,25859.41,21146.8,1880.15,10728.84,4850.42,3810.71,10180.1,10055.59,1961.96,5327.02,21173.37,20912.82,13241.97,7806.41,7587.05,6988.25,5605.81,18255.27,11531.2,8924.71,7170.35,11901.0,6524.05,7852.47,6182.54,7301.71,7683.13,10217.06,8987.46,14646.53,8304.55,10315.61,9470.02,13071.0,5845.26,111394.46,11510.35,8471.0,4067.7,9313.14,4031.62,10825.8,50260.83,100437.14,2293.38,9439.26,9182.4,4481.46,16372.67,10229.86,14122.33,32446.81,6337.77,47681.06,17640.74,14525.45,10533.38,11061.92,8468.61,13080.92,4751.05,23339.02,7640.22,12551.47,8189.23,9609.62,4132.49,8351.89,8704.63,1430.86,24694.59,9469.6,5031.2,8425.8,5021.11,12484.37,7111.1,8379.21,7562.92,11826.9,13119.0,11280.96,6283.89,53350.92,2876.97,9401.75,8762.08,18699.16,10659.19,12423.63,16049.71,10159.6,8058.79,11433.37,9565.05,7378.32,19595.75,9376.51,9603.67,10029.85,32668.94,12246.28,3017.01
78,25512.07,20751.18,1825.74,10477.21,4788.06,3819.77,10054.82,9848.2,1922.62,5339.42,20831.73,20323.27,13056.97,7703.2,7286.34,7270.46,5357.95,18081.34,11446.61,8897.86,6970.77,11738.72,6430.88,7758.25,6072.47,7198.94,7584.75,10078.76,9009.11,14766.8,8214.06,10161.87,9431.4,13132.66,5971.48,111492.93,11556.16,8675.9,4072.7,9352.4,4039.18,10814.87,50267.2,100441.99,2274.65,9118.33,9067.53,4433.67,16242.55,10130.95,14084.35,32359.16,6358.88,47767.03,17698.19,14617.24,10582.2,11159.61,8392.03,13152.55,4628.65,22785.72,7510.12,12385.85,8065.66,9524.43,4091.19,8290.27,8592.67,1423.85,22981.44,9522.79,5078.07,8487.32,4963.93,12325.12,7134.29,8633.23,7716.35,11785.25,13077.25,11364.27,6196.5,53408.55,2843.91,9445.8,8722.32,18504.47,10703.15,12419.05,16042.93,9981.24,7759.39,11158.92,9454.74,7525.1,19337.47,9262.79,9473.2,9925.48,32221.91,11898.58,2962.35
79,25529.44,20870.3,1832.28,10440.65,4901.88,3782.38,10113.52,9852.26,1921.68,5275.26,20760.44,20816.91,13298.5,7746.93,7609.71,6944.21,5468.82,18042.76,11595.48,8970.09,7006.43,11839.88,6445.65,7920.49,6085.84,7228.81,7659.64,10255.52,8892.07,14835.88,8246.89,10161.69,9470.06,13055.36,5926.1,111425.6,11627.87,8657.08,4085.83,9301.1,3982.83,10771.72,50266.55,100440.45,2142.68,9488.83,8985.17,4322.45,16032.43,10087.57,14508.31,32913.17,6248.01,48215.86,17957.48,14672.51,10503.61,10999.75,8510.74,13052.95,4735.27,23204.25,7468.83,12277.69,8048.95,9515.01,4122.48,8271.56,8381.95,1410.13,22826.85,9386.9,4948.57,8338.21,5184.71,12786.57,6981.44,8226.5,7542.13,12003.01,13401.18,11328.6,6307.67,53285.42,2804.08,9377.2,8723.03,18523.7,10729.3,12609.04,16278.74,10144.98,8107.41,11411.94,9638.03,7354.95,19366.07,9087.13,9463.5,9951.91,32524.66,11772.99,2990.08
80,25686.07,20950.87,1869.25,10639.38,4919.57,3811.11,10146.31,9907.13,1913.43,5283.7,20650.36,20960.73,13380.37,7813.35,7695.97,6865.33,5538.5,18207.68,11670.98,9013.12,7021.15,11903.42,6487.94,7961.32,6158.77,7279.48,7704.12,10310.84,9052.18,15040.32,8294.63,10138.86,9463.39,12965.62,5974.97,111430.88,11869.75,8770.09,4085.75,9232.78,3912.88,10766.95,50265.87,100440.68,2209.67,9600.51,9065.11,4350.87,16025.94,10478.55,14912.57,33364.33,6159.34,48457.64,18136.07,14881.89,10494.8,10980.63,8526.86,12995.05,4910.67,23310.85,7466.3,12386.75,8107.9,9604.07,4223.02,8330.94,8428.77,1349.47,27103.45,9626.87,5195.07,8519.39,5229.02,12603.13,7243.64,8434.21,7499.64,12019.0,13387.27,11313.91,6431.54,53354.31,2807.5,9463.66,8765.95,18695.38,10664.14,12736.82,16440.51,10073.56,8015.42,11374.81,9458.89,7390.66,19479.75,9157.09,9518.55,10014.18,32107.79,11911.73,3008.39
81,25862.04,21144.69,1904.72,10784.3,4993.85,3847.86,10212.8,10062.39,1981.48,5411.68,20653.88,21371.14,13472.07,7888.91,7818.0,6753.07,5787.21,18179.21,11728.88,9033.79,7105.46,11978.51,6544.52,7918.11,6261.76,7349.89,7749.77,10376.18,9138.32,14732.14,8365.49,10185.9,9483.23,12941.33,5944.38,111538.14,11833.04,8904.18,4089.64,9222.86,3913.41,10766.36,50271.68,100448.43,2313.45,9743.72,9148.65,4398.59,16204.92,10643.43,14781.75,33332.52,6164.03,47325.86,17649.25,14780.73,10435.21,10862.42,8620.33,12953.96,4887.57,23464.86,7561.37,12459.82,8246.36,9589.55,4215.63,8416.22,8435.51,1346.96,27735.65,9787.62,5369.47,8771.54,5298.95,12565.27,7333.58,8659.43,7438.41,12014.41,13387.62,11323.91,6457.04,53468.33,2966.53,9521.7,8766.57,18713.34,10679.33,12734.65,16448.49,10059.3,7996.8,11394.11,9399.36,7392.83,19613.63,9308.38,9582.91,10088.4,32030.39,12229.86,3031.65
82,25106.42,20532.05,1844.73,10471.71,4798.59,3692.2,9978.58,9647.93,1929.22,5192.17,19973.7,20210.89,13076.39,7656.86,7316.52,7200.25,5319.16,17996.86,11524.21,8966.08,6962.75,11648.84,6367.89,7839.53,6070.76,7151.87,7533.06,10073.65,9033.0,14555.43,8139.06,9921.22,9416.22,12788.59,5873.55,111658.83,11688.1,8755.35,4000.53,9106.83,4001.18,10799.56,50276.17,100452.44,2293.19,9138.97,8940.13,4313.13,15964.43,10350.94,14401.49,32816.4,6259.75,47955.8,17275.65,14673.79,10528.16,11040.13,8479.88,13060.96,4816.68,22965.6,7415.71,12099.66,7937.78,9516.06,4108.49,8141.02,8196.91,1406.82,21486.13,9787.26,5347.01,8961.45,5082.38,12415.42,7373.28,9672.24,7685.92,11861.18,13375.41,11404.28,6338.96,53550.22,2876.22,9188.21,8961.76,19415.9,10375.59,12275.23,15838.1,9966.98,7821.36,11276.35,9340.38,7489.78,19088.54,9103.11,9300.03,9894.88,31583.94,11910.07,2989.21
83,25546.55,20935.42,1878.72,10684.8,4826.11,3736.68,10101.94,9781.52,1996.64,5233.78,20368.33,20916.75,13309.92,7765.51,7636.03,6881.8,5415.74,18636.69,11689.88,9037.29,7074.42,11856.39,6504.49,8055.43,6134.34,7298.77,7668.13,10257.01,9025.97,14724.91,8292.18,10034.79,9449.22,12860.4,5897.5,111674.46,11823.54,8873.26,4030.14,9160.46,3978.54,10830.22,50279.36,100456.02,2323.97,9506.26,9027.02,4362.55,16246.17,10308.74,14812.21,33237.1,6177.8,48843.16,18003.34,14689.17,10469.42,10932.04,8559.41,12974.97,4926.28,23671.71,7426.36,12283.7,8162.53,9959.81,4138.49,8265.28,8252.76,1556.43,17767.84,9627.41,5167.63,8560.15,5078.88,12608.76,7195.08,8316.23,7515.1,11860.1,13358.09,11371.69,6454.04,53516.95,2943.81,9380.29,8940.65,19415.73,10451.0,12476.32,16091.06,10255.06,8306.4,11573.77,9646.51,7244.82,19424.34,9208.74,9468.36,10034.85,32321.19,12127.99,3086.7
84,25492.15,21027.95,1872.9,10566.65,4817.3,3733.71,10155.73,9745.78,1991.04,5264.03,20207.04,21076.77,13279.84,7785.23,7545.53,6966.31,5371.67,18917.94,11702.48,9061.85,7108.25,11847.88,6484.65,8219.63,6107.52,7320.45,7652.49,10227.24,8868.24,14692.79,8256.78,10034.47,9453.66,12694.83,6010.26,111748.12,11847.95,8707.46,4049.32,9046.37,3932.25,10826.84,50283.61,100460.5,2270.72,9427.04,9026.03,4355.44,16374.91,10110.32,14604.35,32953.43,6230.2,49252.53,18059.26,14587.14,10495.03,10991.52,8513.54,12978.22,4955.6,24344.78,7568.61,12337.32,8115.19,10232.25,4187.2,8269.91,8223.6,1499.41,18356.53,9520.44,5053.83,8469.95,5089.76,12808.92,7216.23,8398.9,7561.4,11822.0,13430.77,11410.4,6488.43,53638.99,2927.23,9446.45,8943.8,19432.45,10468.31,12449.47,16032.74,10381.52,8500.25,11887.11,9710.79,7162.03,19422.65,9254.95,9454.38,10092.68,32249.51,12054.72,3112.77
85,25708.0,21321.62,1876.32,10816.59,4856.44,3750.68,10149.76,9770.41,2002.24,5314.8,20862.37,21741.67,13393.89,7855.64,7710.59,6810.13,5402.49,19049.92,11772.76,9082.2,7167.64,11962.48,6529.9,8399.66,6143.35,7411.65,7707.03,10311.81,8857.44,14623.19,8353.65,10151.84,9490.83,12966.21,6018.19,111843.57,11952.87,8860.57,4089.89,9251.87,3967.57,10847.46,50289.55,100465.41,2234.74,9611.74,9079.03,4363.15,16613.82,10292.15,14957.55,33487.34,6129.38,49699.21,18021.0,14669.22,10450.9,10900.98,8588.92,13000.02,4899.53,25038.66,7575.52,12457.92,8192.88,10365.48,4294.17,8342.79,8266.43,1480.87,18846.69,9654.12,5188.92,8557.92,5114.23,13255.19,7226.31,8295.7,7478.3,12083.9,13705.38,11354.13,6551.44,53769.1,2938.86,9498.5,9014.44,19705.5,10404.1,12548.7,16178.46,10667.08,8975.91,12143.89,10052.52,6961.93,19595.28,9350.89,9536.19,10195.97,33295.68,12371.28,3162.97
86,25539.82,21248.91,1853.75,10711.55,4785.19,3733.65,10079.61,9640.55,1979.85,5270.13,21009.05,21462.98,13304.0,7845.54,7582.56,6926.13,5258.75,19189.99,11748.92,9096.5,7087.41,11901.05,6480.72,8680.41,6107.27,7377.52,7655.38,10247.04,9028.02,14688.66,8280.84,10127.91,9481.29,12881.53,6022.87,111776.62,12164.98,9077.73,4076.38,9200.45,3981.46,10870.19,50292.42,100467.59,2351.94,9465.67,9054.82,4366.44,16653.35,10543.65,15443.29,34050.16,6027.01,50377.83,18185.66,14956.08,10456.45,10906.29,8579.97,12958.59,4791.19,24809.0,7570.48,12414.01,8104.74,10535.43,4192.47,8306.88,8232.08,1567.67,17778.76,9747.02,5289.82,8653.48,5030.25,13379.47,7483.82,8365.87,7540.78,12271.47,13748.95,11293.77,6492.22,53653.42,2897.98,9541.12,9004.28,19654.74,10417.44,12708.57,16423.61,10755.67,9112.46,11988.28,10205.2,6910.66,19489.54,9315.38,9471.24,10249.57,33553.6,12204.58,3128.84
87,25381.09,21198.9,1820.26,10471.1,4681.75,3651.74,9991.36,9493.51,1936.03,5135.86,21195.91,21383.37,13223.17,7753.02,7494.79,7006.18,5125.07,19833.85,11708.14,9095.38,6999.11,11827.69,6442.34,9037.32,6045.76,7380.85,7604.13,10169.43,9047.92,14910.7,8250.04,10144.41,9493.33,12767.73,6045.83,111927.25,12217.68,8917.51,4085.54,9123.23,3965.68,10865.63,50296.41,100472.04,2299.46,9352.88,8940.19,4327.27,16712.72,10332.63,15425.15,33984.24,6038.31,50977.29,19002.18,14938.48,10494.77,10994.34,8507.67,12981.44,4695.33,24667.91,7655.13,12292.98,7997.3,10859.6,4080.27,8189.52,8149.4,1506.66,18527.89,9670.09,5199.17,8590.59,4910.74,13571.21,7507.67,8407.69,7584.36,12238.63,13724.6,11288.91,6416.51,53778.32,2837.51,9436.03,9022.06,19738.81,10385.6,12553.75,16220.72,10708.29,9023.51,11928.71,10317.05,6946.87,19356.31,9163.44,9414.1,10132.87,33889.62,11936.07,3084.33
88,25629.09,21585.07,1822.7,10513.08,4737.45,3739.72,10151.83,9667.72,1941.21,5160.62,21527.54,21996.96,13352.64,7825.54,7661.53,6849.2,5251.58,19679.75,11809.79,9112.42,7429.35,11935.19,6535.0,8994.89,6164.53,7431.44,7678.39,10272.7,8963.39,14796.28,8289.92,10281.0,9537.31,12820.14,6042.46,112006.82,12076.49,8843.13,4064.57,9158.58,3965.56,10897.7,50299.83,100475.11,2246.25,9549.39,8980.8,4344.03,16861.91,9809.57,14806.26,33169.76,6181.55,49913.4,18615.47,14645.77,10486.71,10981.29,8517.14,13004.72,4769.9,24524.5,7707.66,12400.69,8166.69,10802.13,3976.77,8273.67,8256.82,1503.72,18000.82,9667.14,5192.34,8626.4,4954.14,13749.9,7416.34,8371.8,7499.24,12219.7,13719.9,11311.45,6422.76,53886.91,2850.24,9240.56,9034.48,19777.75,10376.13,12546.08,16210.52,10824.14,9222.72,11953.2,10500.61,6870.54,19539.19,9192.71,9511.86,10188.45,34462.13,11981.9,3082.78
89,25408.52,21259.03,1790.35,10390.38,4682.69,3721.71,10280.62,9545.23,1913.44,5077.27,21448.06,21504.01,13234.22,7793.37,7468.97,7023.96,5190.96,19829.92,11733.24,9119.88,7341.9,11840.13,6499.43,9082.92,6102.68,7360.5,7599.83,10175.01,8838.2,14742.26,8172.3,10348.73,9551.02,12897.39,6038.05,111997.66,11926.57,8654.32,4049.46,9207.47,3918.06,10844.94,50302.74,100477.37,2207.67,9341.73,8939.07,4301.85,16940.54,9552.75,14280.34,32702.57,6269.6,49471.85,18461.46,14383.35,10521.25,11039.83,8472.33,13073.33,4708.1,24167.7,7647.85,12395.49,8115.57,10967.62,3916.43,8242.75,8107.81,1478.49,18373.66,9423.5,4930.75,8320.35,4834.74,14547.03,7407.47,8742.88,7595.39,11981.71,13548.96,11378.92,6410.58,53913.42,2815.44,9125.97,8965.82,19451.8,10459.55,12406.78,16020.18,10810.8,9186.15,11854.11,10600.75,6886.37,19383.52,9109.37,9430.85,10152.48,34654.42,11824.93,3125.91
90,25421.44,21284.98,1815.13,10440.94,4744.55,3719.77,10299.68,9615.78,1925.98,5068.95,21374.34,21617.17,13244.88,7854.87,7539.16,6955.23,5234.17,19551.29,11741.03,9114.54,7361.73,11843.93,6466.25,9086.0,6119.29,7360.24,7601.94,10179.44,8835.08,14807.22,8188.26,10345.28,9554.72,13083.17,5988.52,112010.47,11907.88,8638.23,4030.09,9350.09,3914.77,10795.4,50308.86,100483.62,2245.19,9395.37,9024.71,4319.85,17016.88,9604.13,14621.74,33100.14,6195.06,50109.13,18432.46,14650.62,10545.41,11079.95,8438.69,13124.52,4640.3,24739.84,7622.61,12520.33,8095.12,10809.92,3898.71,8283.96,8124.0,1530.31,17123.15,9260.09,4764.39,8227.18,4923.26,14431.36,7325.91,8339.14,7558.29,12041.46,13631.86,11361.83,6431.51,53927.14,2809.56,9125.65,8957.83,19404.56,10463.48,12424.67,16016.11,10803.02,9197.82,11990.68,10591.05,6875.81,19406.22,9164.99,9428.31,10236.34,34623.33,11853.08,3127.61
91,25586.96,21513.66,1821.04,10436.38,4703.53,3751.58,10189.85,9911.27,1921.09,5084.72,21350.26,22089.08,13334.37,7903.78,7674.79,6829.58,5596.87,19526.32,11794.53,9138.47,7699.74,11901.33,6538.87,8875.21,6166.7,7383.16,7656.35,10244.17,8830.7,14907.91,8206.8,10261.69,9528.68,13199.81,6004.6,111965.31,11961.09,8729.67,4007.27,9468.38,3909.64,10791.5,50312.84,100486.06,2206.07,9543.55,9047.63,4348.99,17011.81,9563.38,14751.28,33103.32,6193.7,50479.24,18890.79,14700.55,10557.31,11098.9,8426.46,13132.15,4692.55,24683.25,7570.41,12625.54,8165.67,10708.15,3937.2,8296.71,8161.28,1575.9,16257.47,9295.91,4801.08,8282.82,4856.16,14376.26,7266.95,8253.36,7489.45,12086.4,13706.48,11387.73,6462.8,53876.88,2853.15,9210.65,8978.93,19491.73,10451.46,12510.47,16158.33,10689.22,9030.91,11936.04,10349.84,6930.11,19505.19,9194.21,9479.83,10280.29,34147.55,11827.83,3210.12
92,26223.4,21978.73,1871.51,11060.99,4861.76,3892.0,10208.28,10138.81,1998.18,5307.43,21171.72,23047.25,13665.21,8056.83,8037.76,6503.74,5844.64,19594.37,12013.18,9242.76,7805.95,12180.3,6676.82,8793.48,6275.99,7505.15,7853.18,10517.02,9118.36,15011.22,8422.56,10272.54,9533.08,13039.78,6069.34,111989.48,12293.61,9158.62,4107.38,9377.62,3926.76,10886.06,50315.74,100488.24,2343.19,10006.14,9253.32,4438.84,17067.65,10197.77,15672.22,34270.27,5974.22,51186.41,19003.27,15183.23,10495.71,10967.51,8524.99,12982.8,4957.14,25110.89,7626.56,12796.67,8380.51,10688.48,4158.73,8490.84,8448.33,1677.65,15102.7,9770.22,5295.07,8747.87,5073.1,13973.12,7561.64,7650.08,7311.53,12309.9,13798.21,11293.77,6562.02,53889.06,2985.97,9453.15,9003.71,19638.08,10430.71,12638.8,16310.15,10793.58,9202.12,12099.32,10335.55,6867.12,19942.64,9369.63,9713.61,10402.51,34013.72,12680.49,3263.84
93,26316.12,22232.75,1881.51,11001.85,4832.67,3876.5,10195.68,10330.81,1997.16,5303.56,21301.78,23570.69,13711.23,8085.87,8052.85,6493.59,6004.19,20083.38,12038.93,9260.39,8126.1,12237.02,6727.0,8960.63,6285.16,7617.39,7884.52,10553.04,9129.7,14941.97,8480.85,10324.11,9548.86,13127.76,6167.01,112016.84,12267.25,9190.45,4120.5,9456.06,3931.21,10903.27,50318.61,100490.21,2295.56,10046.94,9243.91,4434.65,17166.84,10087.71,15348.52,33931.81,6034.06,51212.41,18712.43,15007.08,10540.23,11067.52,8447.99,13062.46,4953.75,25928.06,7675.25,12864.57,8398.87,11034.11,4174.59,8503.41,8438.55,1681.97,15022.26,9734.81,5254.22,8669.7,5034.25,14130.54,7675.07,7791.02,7305.85,12382.56,13928.62,11300.67,6580.92,53970.23,2990.89,9560.92,9000.07,19594.31,10437.02,12710.59,16365.75,10959.68,9478.27,12431.95,10428.99,6768.19,20033.31,9427.21,9749.09,10482.67,34341.2,12495.04,3288.67
