,TIGER 200,TIGER 200 IT,TIGER 200 건설,TIGER 200 경기소비재,TIGER 200 금융,TIGER 200 산업재,TIGER 200 생활소비재,TIGER 200 에너지화학,TIGER 200 중공업,TIGER 200 철강소재,TIGER 200 헬스케어,TIGER 200IT레버리지,TIGER 200TR,TIGER 200동일가중,TIGER 200선물레버리지,TIGER 200선물인버스2X,TIGER 200에너지화학레버리지,TIGER 200커뮤니케이션서비스,TIGER 200커버드콜5%OTM,TIGER 200커버드콜ATM,TIGER 2차전지테마,TIGER KRX300,TIGER KTOP30,TIGER K게임,TIGER LG그룹+펀더멘털,TIGER MSCI KOREA ESG리더스,TIGER MSCI KOREA ESG유니버설,TIGER MSCI Korea TR,TIGER S&P글로벌인프라(합성),TIGER S&P글로벌헬스케어(합성),TIGER TOP10,TIGER 경기방어,TIGER 경기방어채권혼합,TIGER 골드선물(H),TIGER 구리실물,TIGER 국채3년,TIGER 글로벌4차산업혁신기술(합성 H),TIGER 글로벌자원생산기업(합성 H),TIGER 금속선물(H),TIGER 금은선물(H),TIGER 농산물선물Enhanced(H),TIGER 단기선진하이일드(합성 H),TIGER 단기채권액티브,TIGER 단기통안채,TIGER 라틴35,TIGER 레버리지,TIGER 로우볼,TIGER 리츠부동산인프라,TIGER 모멘텀,TIGER 미국MSCI리츠(합성 H),TIGER 미국S&P500레버리지(합성 H),TIGER 미국S&P500선물(H),TIGER 미국S&P500선물인버스(H),TIGER 미국나스닥100,TIGER 미국나스닥바이오,TIGER 미국다우존스30,TIGER 미국달러단기채권액티브,TIGER 미국달러선물레버리지,TIGER 미국달러선물인버스2X,TIGER 미국채10년선물,TIGER 미디어컨텐츠,TIGER 반도체,TIGER 방송통신,TIGER 배당성장,TIGER 삼성그룹펀더멘털,TIGER 소프트웨어,TIGER 여행레저,TIGER 우량가치,TIGER 우선주,TIGER 원유선물Enhanced(H),TIGER 원유선물인버스(H),TIGER 유로스탁스50(합성 H),TIGER 유로스탁스레버리지(합성 H),TIGER 유로스탁스배당30,TIGER 은행,TIGER 의료기기,TIGER 이머징마켓MSCI레버리지(합성 H),TIGER 인도니프티50레버리지(합성),TIGER 인버스,TIGER 일본TOPIX(합성 H),TIGER 일본니케이225,TIGER 일본엔선물,TIGER 중국소비테마,TIGER 중장기국채,TIGER 증권,TIGER 지주회사,TIGER 차이나CSI300,TIGER 차이나CSI300레버리지(합성),TIGER 차이나CSI300인버스(합성),TIGER 차이나HSCEI,TIGER 차이나항셍25,TIGER 코스닥150,TIGER 코스닥150 레버리지,TIGER 코스닥150IT,TIGER 코스닥150바이오테크,TIGER 코스닥150선물인버스,TIGER 코스피,TIGER 코스피고배당,TIGER 코스피대형주,TIGER 코스피중형주,TIGER 헬스케어,TIGER 현대차그룹+펀더멘털,TIGER 화장품
0,29545.66,23198.41,2378.14,13999.1,6935.22,4903.88,11032.79,11899.4,2799.13,6935.59,18749.17,27570.9,15121.25,9265.57,10542.02,6395.17,8808.82,17642.67,12932.83,9956.07,7418.55,13460.05,7145.2,7658.38,6977.73,8281.2,8822.23,11611.61,11559.81,14246.59,9361.3,10408.95,9404.91,11526.15,6753.93,110497.59,12944.13,11662.84,4970.24,8449.96,4692.72,11966.99,50020.99,100023.01,4111.73,13105.07,11495.16,5362.59,19658.68,14020.86,20289.78,37858.18,5945.59,45321.25,16231.78,16579.81,9873.86,9738.24,9872.18,11269.95,5567.53,27221.69,8479.59,14328.69,9450.96,8829.72,4415.4,10389.81,9955.71,4255.78,8475.46,12631.84,9593.79,13225.95,7416.92,10931.45,12159.1,16672.43,7004.88,14273.22,14818.26,10528.61,7098.26,52781.81,3876.53,10608.13,9133.7,20759.56,10527.54,13609.75,17829.92,10518.48,9367.71,12985.33,8676.21,7755.67,22225.55,11569.4,10903.42,11318.1,28908.13,17041.24,3273.03
1,29584.37,23193.48,2372.17,13950.82,6964.28,4892.23,10968.39,11936.18,2828.9,6956.23,18563.47,27511.82,15140.15,9261.19,10592.59,6368.72,8767.95,17719.64,12948.15,9948.89,7367.13,13464.26,7140.72,7719.9,6961.85,8285.34,8837.53,11624.86,11593.27,14364.14,9357.27,10338.75,9395.77,11569.45,6818.54,110689.0,13072.3,11676.36,4970.26,8486.2,4700.15,11978.18,50031.91,100035.86,4230.58,13152.39,11498.91,5354.51,19659.69,13785.51,20569.92,38189.52,5894.01,46402.23,16261.83,16903.16,9952.0,9876.9,9733.1,11380.62,5541.56,27052.72,8455.74,14349.17,9455.41,8892.14,4403.54,10360.07,9958.24,4272.36,8462.26,12792.88,9836.69,13429.98,7447.61,10800.59,12519.55,17043.55,6989.98,14271.06,15026.65,10671.24,7058.84,52981.5,3909.57,10566.75,9178.65,20961.0,10476.68,13652.56,17899.1,10358.07,9086.79,12840.54,8500.0,7867.25,22237.62,11579.18,10912.08,11302.02,28498.73,16948.61,3231.75
2,29352.16,23137.24,2300.85,13852.04,6856.92,4849.03,10845.4,11743.94,2766.82,6810.27,18093.69,27231.11,15021.42,9094.22,10414.87,6475.83,8523.46,17667.83,12858.48,9933.54,7328.28,13339.48,7079.09,7553.5,6870.34,8217.93,8777.79,11543.59,11623.06,14340.68,9293.77,10179.88,9354.7,11751.69,6749.74,110684.21,12959.08,11650.68,4950.45,8613.26,4662.32,11982.61,50037.61,100041.47,4213.61,12938.16,11350.4,5293.28,19430.34,13931.66,20301.91,37915.51,5937.95,46184.37,16126.77,16841.04,9996.04,9962.32,9648.77,11501.66,5399.7,26878.37,8312.75,14160.55,9389.21,8894.5,4293.82,10154.37,9905.26,4402.39,8200.19,12720.92,9724.82,13396.38,7323.85,10486.01,12306.35,16839.46,7049.83,14071.1,14801.59,10725.83,6890.68,52980.82,3819.28,10398.44,9170.48,20910.49,10483.06,13618.79,17845.74,10060.13,8545.24,12629.84,8169.44,8114.26,22022.8,11428.53,10824.22,11091.69,27620.52,16772.23,3141.08
3,29630.41,23245.88,2315.27,14017.27,6907.16,4854.88,11148.23,11817.42,2773.43,6832.79,18374.25,27570.14,15165.73,9181.13,10656.84,6326.07,8590.43,18052.52,12980.18,9981.69,7351.75,13478.04,7171.84,7680.63,6971.41,8345.13,8871.12,11660.6,11571.42,14311.04,9378.19,10401.2,9403.23,11875.17,6738.69,110480.11,12940.81,11668.22,4966.96,8693.26,4671.9,11988.28,50040.71,100045.44,4153.74,13213.84,11414.37,5279.73,19540.43,13952.84,20456.53,38010.49,5921.87,46243.78,16163.09,16798.32,9946.7,9858.17,9751.47,11430.62,5559.55,26848.25,8408.67,14281.26,9480.24,9118.97,4392.82,10200.93,10056.06,4409.43,8179.08,12657.2,9629.83,13282.29,7375.43,10634.21,12113.73,16197.54,6968.02,14300.42,14914.84,10635.2,7084.57,52757.75,3836.32,10582.58,9238.41,21207.32,10404.15,13588.32,17773.28,10264.51,8935.48,12665.52,8462.13,7897.22,22228.89,11472.1,10930.85,11177.12,28304.76,16801.17,3302.94
4,29449.93,23260.2,2233.12,13698.82,6775.37,4730.86,10945.13,11343.6,2687.37,6703.3,17868.74,27579.25,15072.72,8931.18,10495.42,6420.69,7926.46,17884.16,12904.79,9968.79,7118.09,13369.36,7078.59,7510.73,6756.17,8255.33,8833.55,11607.21,11595.55,14353.23,9368.25,10197.89,9340.79,11917.45,6803.58,110412.13,12997.68,11635.75,4952.45,8732.98,4661.81,11993.11,50043.64,100049.28,4156.34,13030.03,11194.89,5200.98,19171.01,13800.38,20327.36,37911.7,5937.58,46411.02,16230.19,16791.46,9986.23,9953.0,9659.87,11470.58,5427.71,26738.2,8202.65,13975.51,9378.45,9052.21,4269.09,9898.05,9918.01,4375.94,8245.77,12677.51,9649.73,13314.97,7220.85,10251.72,12155.01,16375.63,7021.48,14103.18,14735.35,10684.72,6910.48,52718.55,3753.81,10329.53,9174.26,20892.11,10479.31,13484.63,17679.7,9914.65,8283.98,12321.35,8122.27,8208.54,21986.42,11239.77,10850.58,10868.41,27331.4,16299.31,3200.68
5,29948.24,23720.25,2273.54,13736.22,6790.91,4796.04,10956.15,11473.43,2777.71,6755.56,18229.55,28676.55,15331.22,9049.3,10845.36,6205.73,8059.79,18065.78,13112.13,10006.38,7386.6,13621.88,7202.38,7780.97,6777.18,8331.32,8987.33,11821.6,11502.35,14260.87,9530.39,10261.56,9350.43,11811.14,6757.61,110250.32,13050.82,11577.4,4951.01,8649.29,4665.2,11997.16,50045.56,100052.93,4106.59,13470.95,11258.47,5214.62,19377.26,13848.52,20579.63,38193.6,5892.9,46303.22,16209.72,16720.38,9884.32,9733.61,9864.04,11314.58,5624.72,27811.63,8267.52,14067.57,9571.5,9216.82,4424.7,9962.83,10030.4,4163.17,8624.14,12725.23,9729.01,13115.93,7231.55,10567.18,12125.54,16198.66,6903.55,14332.63,14811.43,10480.64,7037.0,52530.06,3789.83,10415.83,9214.74,21108.24,10425.34,13601.53,17798.88,10364.71,9029.42,12916.17,8439.99,7839.73,22338.22,11279.86,11020.39,11062.49,28119.27,16376.59,3264.77
6,30213.65,24065.94,2280.71,13744.81,6757.53,4785.69,11056.53,11620.72,2818.67,6757.55,18589.79,29464.76,15469.29,9072.66,11039.88,6096.74,8290.24,18122.11,13220.23,10062.25,7705.88,13746.2,7296.77,7999.52,6873.62,8397.97,9068.41,11935.93,11564.46,14377.7,9616.81,10342.25,9369.03,11766.23,6770.98,110196.54,13161.57,11550.8,4953.67,8608.18,4681.61,12000.69,50051.5,100063.17,4074.15,13710.59,11207.41,5209.39,19315.6,13825.35,20828.65,38381.59,5863.93,46787.89,16333.76,16874.38,9905.1,9791.76,9813.12,11349.0,5641.53,27707.82,8254.83,14107.2,9720.76,9313.55,4503.61,9967.77,10135.94,4159.5,8648.18,12804.79,9840.4,13148.54,7190.54,10609.42,12440.47,16887.13,6842.34,14379.53,14864.7,10475.96,7100.94,52437.7,3802.94,10415.2,9226.09,21165.46,10416.8,13622.71,17806.37,10463.76,9252.44,12988.78,8536.62,7724.98,22538.06,11281.92,11118.57,11145.19,28495.24,16504.25,3377.63
7,30521.82,24418.28,2302.72,13864.1,6768.29,4824.54,11311.65,11698.75,2851.21,6804.6,18785.7,30373.26,15629.45,9171.22,11264.5,5972.64,8391.39,18366.82,13335.36,10102.29,7767.34,13883.43,7389.14,8271.87,6922.53,8511.15,9161.69,12065.48,11564.77,14350.0,9698.78,10517.07,9418.11,11809.65,6741.98,110243.05,13170.98,11565.12,4966.14,8646.02,4712.15,12008.82,50053.4,100066.4,4039.63,13992.7,11261.14,5169.02,19401.4,13922.46,20701.44,38249.53,5883.62,46455.12,16196.78,16720.1,9859.6,9693.66,9909.73,11318.41,5916.11,27640.11,8338.28,14267.47,9822.02,9427.44,4599.2,10016.73,10375.25,4127.59,8718.05,12780.91,9806.64,13058.87,7205.41,10749.37,12546.22,17000.45,6773.24,14378.71,14790.5,10432.66,7313.87,52465.66,3824.19,10523.66,9309.42,21551.69,10332.0,13711.78,17937.16,10537.1,9332.36,12870.98,8608.82,7709.84,22768.0,11334.3,11234.03,11252.83,28771.09,16627.33,3548.91
8,30660.63,24623.9,2306.87,13939.12,6870.54,4855.41,11398.51,11810.32,2829.33,6911.18,18594.77,30886.64,15701.44,9223.48,11366.05,5921.14,8560.59,18477.29,13385.73,10118.28,7847.68,13941.45,7442.72,8285.93,6982.06,8585.49,9209.32,12120.34,11606.5,14304.86,9739.82,10533.66,9426.86,11737.62,6767.83,110339.08,13233.72,11605.28,4985.06,8592.47,4725.18,12016.29,50055.27,100069.61,4056.98,14121.97,11372.79,5157.25,19434.5,14073.17,20981.06,38539.48,5839.87,46996.34,16014.97,16769.72,9860.48,9689.59,9910.54,11303.32,5913.42,27747.7,8331.06,14380.72,9854.91,9467.55,4583.12,10154.76,10438.26,4064.51,8855.27,12749.42,9757.38,13049.76,7286.49,10619.94,12829.94,17183.6,6743.33,14422.12,14847.95,10376.51,7311.0,52547.16,3924.87,10560.58,9301.27,21521.66,10341.1,13655.19,17849.29,10513.78,9256.11,12868.14,8512.46,7752.39,22863.93,11436.05,11285.54,11279.87,28499.53,16790.71,3550.66
9,30479.75,24406.27,2345.25,13955.72,6860.9,4878.18,11457.34,11717.26,2855.26,6932.57,18537.94,30399.3,15607.42,9268.06,11230.58,5989.92,8409.23,18629.24,13330.67,10102.32,7817.43,13862.63,7407.58,8299.42,6972.08,8549.12,9143.69,12032.55,11663.11,14384.75,9635.26,10550.87,9431.95,11694.55,6847.6,110344.66,13264.66,11600.79,4991.07,8554.6,4736.22,12021.28,50056.88,100073.73,4058.35,13952.62,11435.46,5194.29,19536.08,14018.6,20919.58,38516.19,5843.33,46841.79,16299.78,16800.53,9869.31,9716.11,9887.56,11335.83,5945.03,27265.48,8362.92,14398.0,9808.59,9533.58,4599.16,10211.99,10404.39,4075.58,8822.1,12732.78,9728.57,13063.13,7291.82,10615.62,12775.72,17314.16,6783.75,14343.1,14808.64,10408.02,7328.27,52594.22,3915.43,10593.26,9253.3,21297.55,10399.5,13586.3,17733.04,10468.39,9217.97,12759.57,8454.92,7750.97,22783.83,11431.01,11223.46,11346.82,28361.71,16840.81,3567.53
10,30785.14,24638.71,2332.75,14057.26,6857.34,4861.71,11429.54,11638.0,2825.23,6888.35,18557.22,30839.23,15764.96,9252.9,11453.72,5874.26,8290.48,18664.07,13416.1,10135.92,7892.91,14000.09,7469.72,8308.07,6966.63,8555.21,9241.15,12171.45,11786.94,14566.42,9768.44,10557.89,9430.12,11763.67,6855.15,110247.87,13266.79,11593.97,4993.74,8609.76,4726.12,12026.94,50058.01,100076.57,4005.09,14234.01,11405.08,5196.26,19569.42,14140.99,21014.29,38585.47,5833.17,47015.45,16432.71,16911.93,9905.03,9782.31,9819.14,11394.18,5968.66,27775.82,8369.75,14439.32,9893.89,9585.27,4604.96,10195.6,10500.28,4047.9,8887.68,12712.02,9698.99,13057.35,7279.5,10691.98,12618.06,17389.02,6720.22,14321.07,14864.22,10439.76,7357.34,52550.35,3917.18,10585.4,9243.14,21261.94,10402.16,13686.81,17874.11,10594.97,9425.17,12964.92,8606.68,7671.59,22955.29,11424.37,11322.83,11350.77,28671.28,16961.53,3609.91
11,30837.61,24719.39,2344.15,14029.48,6833.04,4854.34,11426.7,11679.47,2812.71,6872.79,18363.16,31283.25,15793.92,9225.47,11504.03,5848.35,8366.49,18566.17,13446.87,10143.17,7912.67,14020.11,7470.0,8257.99,7022.14,8550.29,9267.31,12206.46,11819.65,14588.78,9764.15,10504.0,9415.33,11736.78,6914.78,110248.77,13351.37,11623.33,4987.53,8590.66,4653.13,12029.73,50063.65,100086.19,4013.42,14289.98,11393.64,5174.54,19533.86,14285.82,21335.1,38854.72,5791.57,47406.14,16477.59,17040.62,9891.32,9755.75,9845.16,11359.99,5938.01,28019.19,8406.71,14426.2,9921.13,9558.09,4612.35,10206.35,10586.48,4094.56,8783.43,12731.27,9727.46,13065.51,7263.41,10706.99,12710.0,17284.37,6702.8,14375.08,14875.23,10394.58,7341.24,52489.21,3923.2,10576.56,9284.63,21442.91,10358.41,13777.83,17953.34,10570.01,9377.33,13014.97,8529.98,7694.77,22980.05,11400.97,11343.27,11320.65,28396.43,16970.14,3592.53
12,31066.09,25073.72,2341.59,13997.8,6865.64,4840.65,11267.45,11864.79,2797.67,6913.36,18349.98,32076.87,15913.66,9205.33,11695.33,5750.66,8624.17,18485.73,13516.26,10156.23,8064.86,14107.43,7529.61,8073.83,7117.7,8581.89,9347.28,12312.98,11840.83,14611.82,9850.31,10417.94,9385.88,11807.27,6881.43,110154.21,13372.61,11640.64,4978.8,8642.13,4718.82,12027.07,50065.79,100089.69,4065.78,14516.77,11371.3,5168.7,19396.61,14298.16,21474.71,38953.12,5776.5,47604.3,16401.51,17053.66,9881.6,9746.53,9854.95,11337.23,5866.15,28112.14,8421.34,14461.39,10053.64,9500.49,4510.44,10193.59,10681.23,4100.15,8773.59,12845.75,9898.23,13051.34,7310.05,10728.89,12845.1,17235.68,6646.86,14445.4,14890.29,10393.73,7237.79,52450.68,3944.18,10480.8,9353.02,21752.18,10271.75,13658.34,17809.53,10476.93,9227.93,12989.24,8442.3,7749.41,23102.52,11397.1,11423.24,11279.73,28217.53,16968.06,3513.89
13,30720.87,24878.64,2353.34,13847.08,6824.12,4832.54,11144.04,11739.42,2770.44,6879.14,18042.06,31768.69,15731.38,9146.42,11367.44,5911.85,8481.49,18283.96,13427.02,10138.96,7995.63,13949.1,7421.96,8016.16,7057.29,8487.31,9230.68,12158.49,11928.98,14723.06,9720.38,10331.92,9373.36,11809.41,6900.77,110320.81,13385.24,11662.41,4980.14,8643.02,4720.18,12032.56,50068.13,100092.93,4096.88,14145.23,11338.63,5172.58,19181.66,14297.3,21453.94,38960.19,5776.95,47984.16,16526.98,17182.96,9958.72,9893.62,9707.15,11430.96,5771.64,27819.47,8412.28,14392.22,9941.35,9399.09,4424.34,10168.06,10466.43,4097.66,8775.28,12818.61,9853.65,13143.23,7265.45,10610.24,12832.26,17079.63,6740.64,14369.57,14897.72,10493.68,7145.88,52639.13,3911.64,10388.09,9198.72,21029.97,10442.32,13315.68,17380.09,10328.58,8984.69,12909.48,8288.64,7842.96,22874.32,11381.19,11302.12,11198.84,27790.3,16825.08,3451.17
14,31115.8,25304.87,2343.46,14256.42,6820.15,4852.94,11232.66,11819.38,2780.17,6870.39,18462.8,32506.3,15935.88,9229.35,11721.16,5729.14,8535.77,18506.91,13527.13,10153.98,8150.81,14133.21,7524.99,8111.33,7096.6,8586.56,9336.8,12314.19,11853.61,14707.92,9892.51,10457.64,9401.38,11792.76,6789.95,110224.53,13344.63,11546.63,4950.96,8619.84,4720.13,12028.17,50070.02,100096.23,3979.63,14553.65,11386.56,5176.29,19410.03,14434.62,21398.27,38891.89,5786.72,47845.19,16336.21,17060.97,9938.4,9848.21,9750.91,11447.09,5862.04,28391.56,8426.87,14531.91,10078.37,9537.73,4421.85,10182.46,10597.97,4082.72,8807.83,12781.77,9799.48,13028.68,7260.56,10794.91,12335.87,16843.42,6636.2,14446.06,14958.85,10465.43,7215.33,52533.41,3959.67,10423.89,9208.05,21071.89,10422.57,13538.14,17659.64,10556.28,9407.33,13135.3,8523.48,7650.99,23152.02,11438.45,11443.4,11307.83,28456.88,17361.66,3511.04
15,30740.13,24881.7,2302.01,14447.22,6774.67,4871.62,11076.79,11628.89,2736.99,6799.95,18720.65,31576.66,15742.98,9162.64,11424.53,5876.11,8289.61,18429.43,13421.68,10128.19,8115.78,13965.53,7441.33,8218.46,7024.54,8466.58,9206.65,12158.8,11909.83,14766.71,9781.58,10392.95,9387.11,11785.53,6751.75,110282.86,13387.11,11497.07,4905.98,8615.31,4714.86,12020.87,50079.55,100112.22,4032.88,14187.86,11318.03,5151.66,19381.8,14322.52,21365.3,38897.65,5786.28,48124.63,16370.4,17112.82,9975.22,9915.74,9686.25,11490.66,5819.4,28111.53,8333.83,14422.97,10026.68,9522.26,4347.53,10082.46,10518.19,3965.86,9052.4,12714.69,9692.17,12994.65,7232.33,10822.12,12499.72,16748.98,6720.93,14325.73,14923.74,10544.16,7121.74,52615.05,3887.55,10331.09,8916.92,19758.47,10748.2,13311.25,17365.62,10463.43,9162.0,13107.78,8391.21,7779.33,22938.49,11411.86,11324.17,11252.72,28385.0,17576.21,3435.13
16,29783.91,24329.84,2218.88,14025.79,6528.41,4710.92,10615.07,11146.49,2620.56,6483.86,18813.01,29958.96,15246.21,8862.21,10686.07,6255.39,7575.21,18042.08,13061.99,9987.5,7945.4,13519.62,7206.34,7916.74,6824.42,8197.4,8918.38,11774.64,11894.97,14470.32,9502.23,10110.77,9325.37,11947.89,6434.95,110524.64,13027.07,11042.92,4680.95,8732.08,4634.18,11943.32,50083.65,100116.91,3883.31,13279.58,10979.6,5045.44,18718.79,14313.54,20400.39,37956.44,5927.79,47196.46,15889.76,16847.29,10045.99,10063.2,9545.83,11695.7,5440.65,27313.39,8123.84,13943.71,9716.59,9299.64,4033.31,9664.11,10085.12,3727.21,9645.49,12401.68,9220.79,12785.36,6973.54,10671.56,11612.57,16986.46,6939.29,14007.08,14722.27,10662.81,6720.56,52914.39,3696.0,9949.97,8966.82,20007.46,10628.37,13425.04,17510.05,10070.39,8493.54,12619.02,8108.61,8055.82,22240.89,11097.96,10976.17,10890.41,27922.07,17206.8,3157.76
17,29844.23,24547.62,2241.23,13996.32,6468.17,4721.54,10767.02,11182.02,2617.86,6487.2,18629.39,30656.13,15308.79,8853.82,10768.99,6207.0,7637.32,18127.72,13114.86,10030.55,7991.3,13558.33,7210.84,7996.09,6864.61,8257.89,8942.86,11833.8,11889.24,14551.8,9533.34,10172.91,9347.0,11882.06,6367.45,110614.87,13145.03,11049.79,4647.32,8661.49,4660.58,11972.96,50085.79,100120.14,3954.35,13385.31,10984.82,5089.56,18779.39,14231.34,20818.67,38409.0,5858.63,47952.01,16076.72,16965.85,10050.38,10068.58,9539.84,11674.28,5576.56,27431.06,8224.39,13908.7,9732.95,9377.7,4088.11,9692.46,10187.72,3744.73,9572.53,12542.64,9433.45,12819.01,6920.32,10813.13,11657.13,16876.81,6912.28,14068.74,14836.57,10663.01,6788.94,53003.37,3696.85,9962.85,8961.04,19893.09,10618.25,13000.18,16982.1,10181.62,8712.55,12697.18,8290.22,7943.81,22290.24,11094.28,11001.83,10900.95,28073.53,17132.03,3181.66
18,29283.6,24076.17,2200.95,13764.14,6434.06,4653.72,10567.41,11232.02,2569.98,6403.39,18456.46,29494.07,15015.99,8726.08,10322.8,6464.99,7665.66,18020.31,12898.58,9899.57,7984.33,13303.49,7094.16,7861.09,6866.27,8170.59,8780.17,11601.13,11968.57,14648.34,9342.13,10008.52,9308.23,11897.77,6388.74,110700.22,13135.03,11034.15,4601.08,8668.25,4632.88,11977.5,50089.15,100124.24,3924.06,12851.62,10910.02,5072.3,18484.72,14207.3,20727.67,38345.89,5868.67,48317.86,16166.63,17083.21,10118.37,10209.5,9406.08,11795.56,5495.77,26694.88,8096.08,13799.37,9539.43,9387.44,4018.83,9569.14,10037.82,3729.66,9607.96,12599.89,9511.02,12937.07,6901.88,10631.16,11634.17,17156.9,7055.8,13859.37,14702.96,10752.28,6665.01,53066.24,3653.14,9867.42,9012.33,20063.33,10518.18,12733.29,16605.58,9965.3,8305.21,12390.85,8121.09,8145.45,21916.03,11010.24,10813.79,10726.09,27596.68,16844.32,3075.4
19,28901.03,23654.02,2163.26,13502.9,6383.65,4615.05,10482.65,11101.99,2517.82,6310.18,18106.24,28654.64,14818.4,8599.96,10116.96,6597.71,7532.43,17869.12,12746.42,9798.23,7787.63,13125.84,6998.59,7715.0,6812.99,8076.71,8670.54,11448.1,12027.47,14610.28,9230.83,9916.1,9281.8,11993.38,6338.61,110713.2,13041.93,11022.63,4581.01,8749.6,4588.49,11956.96,50096.12,100133.99,3933.65,12556.22,10849.64,5062.87,18288.97,14200.91,20912.21,38546.04,5838.73,48799.66,16028.68,17253.77,10177.82,10333.35,9294.27,11883.55,5351.89,26036.01,8117.08,13574.57,9403.4,9223.78,3974.85,9465.55,9885.57,3655.38,9803.74,12448.27,9297.27,12917.0,6831.54,10391.77,11160.44,17114.49,7126.21,13938.68,14906.02,10798.06,6610.5,53060.07,3603.36,9713.46,9063.18,20298.81,10451.36,12698.29,16565.95,9781.71,8039.08,12042.39,8033.27,8258.58,21626.44,10940.37,10672.9,10598.71,27175.05,16475.32,3004.47
20,28950.15,23866.32,2122.13,13380.66,6361.25,4569.94,10434.17,10974.49,2485.3,6179.49,18028.47,28945.56,14843.56,8537.22,10121.21,6592.23,7336.63,17787.36,12740.08,9811.72,8001.45,13158.92,7003.66,7740.16,6806.36,8090.11,8695.1,11477.04,12003.08,14453.7,9284.77,9865.07,9273.07,11988.64,6299.44,110780.82,12867.69,10878.68,4572.07,8749.69,4583.2,11954.22,50100.35,100138.26,3864.41,12576.22,10760.14,5075.06,18274.36,14031.38,20175.31,37776.78,5954.6,48132.33,15829.23,16939.1,10206.23,10388.34,9247.79,11955.2,5467.08,26526.46,8083.8,13535.45,9414.12,9217.02,3991.93,9356.48,9872.15,3611.09,9929.43,12272.18,9037.45,12848.43,6824.06,10248.92,10871.26,16923.03,7125.3,13838.25,14865.05,10879.32,6631.4,53094.06,3582.66,9628.19,8264.32,16918.82,11403.83,12766.08,16652.87,9916.49,8266.99,12254.14,8053.43,8139.76,21621.97,10916.45,10676.83,10562.15,27167.83,16226.88,3031.3
21,29507.84,24767.55,2152.12,13471.89,6340.33,4606.49,10482.45,11307.24,2497.42,6222.36,18276.17,31103.35,15136.33,8613.11,10554.35,6310.44,7823.49,18053.3,12978.54,9965.01,8340.32,13415.61,7184.19,7907.24,7042.06,8274.25,8877.61,11723.1,11959.57,14449.21,9463.36,9925.39,9281.02,11943.16,6285.1,110626.27,12972.28,10806.42,4515.68,8704.1,4592.24,11961.2,50103.03,100140.73,3892.47,13089.66,10750.61,5062.93,18389.87,14070.4,20469.27,38026.08,5913.51,48542.34,16008.12,16918.98,10139.91,10243.73,9372.53,11868.73,5560.9,27071.47,8166.13,13701.63,9642.58,9406.53,4092.03,9443.89,10132.76,3509.87,10209.35,12341.66,9135.1,12766.32,6811.21,10517.51,10911.16,16201.45,6973.83,13934.39,14801.73,10774.78,6746.57,52880.88,3600.04,9734.98,8485.0,17791.87,11152.84,12894.5,16802.62,10132.65,8603.42,12542.16,8243.49,7978.52,22010.02,10924.04,10878.33,10678.25,27661.66,16346.3,3123.56
22,29641.81,24878.01,2153.92,13406.98,6412.98,4591.46,10470.32,11495.61,2456.24,6264.37,18150.8,31596.6,15206.29,8613.9,10622.15,6270.49,8100.2,18040.66,13034.8,9997.44,8399.17,13470.67,7191.27,7822.77,7072.67,8317.07,8937.22,11790.34,12022.27,14706.6,9506.45,9885.46,9273.44,11744.75,6371.7,110702.59,13237.25,10922.99,4544.11,8567.94,4605.81,11980.13,50105.85,100145.04,3949.05,13190.67,10774.18,5078.37,18397.96,14217.2,21050.49,38655.25,5817.19,49827.16,16434.52,17220.46,10175.3,10314.96,9309.16,11850.89,5546.0,26977.32,8242.86,13758.51,9668.74,9395.6,4078.47,9481.3,10264.75,3474.31,10305.13,12583.91,9482.12,12953.87,6899.37,10560.86,11447.29,17010.57,6951.97,14079.85,14939.76,10758.2,6727.47,52968.66,3618.25,9668.73,8592.81,18239.48,11042.29,13015.93,16956.7,10093.06,8566.1,12478.48,8238.77,7985.19,22088.11,10866.81,10922.1,10693.47,27582.83,16193.17,3088.47
23,30505.92,25529.16,2253.15,13975.95,6563.36,4723.52,10672.68,11789.97,2657.01,6629.4,18922.34,32986.37,15655.58,8891.25,11281.96,5880.09,8509.09,18320.62,13394.57,10138.2,8512.35,13853.37,7380.5,7977.3,7226.16,8510.42,9171.68,12132.49,12004.31,14813.57,9760.98,10150.54,9347.29,11790.9,6378.39,110719.56,13339.15,11109.48,4628.75,8603.29,4606.22,11994.7,50109.03,100149.23,3931.81,13992.04,10995.24,5124.67,18733.83,14209.82,21529.47,39062.27,5754.95,49519.88,16675.83,17337.49,10074.28,10114.98,9486.28,11696.1,5597.28,27388.82,8377.59,14184.76,9984.56,9544.86,4180.46,9756.63,10464.52,3552.03,10058.99,12740.65,9712.72,12990.78,7035.06,10759.03,11536.97,16961.56,6735.4,14372.11,15076.49,10606.39,6880.37,52939.83,3757.33,10029.26,8709.99,18734.76,10905.41,13221.14,17269.95,10314.59,8918.71,12639.55,8467.77,7828.75,22715.09,11102.88,11251.23,10920.99,28575.18,17087.61,3146.61
