,ACE 200,ACE 200TR,ACE Fn성장소비주도주,ACE Gloabal Luxury&Hotel Index,ACE 골드선물 레버리지(합성 H),ACE 국고채3년,ACE 국채선물10년인버스,ACE 국채선물3년인버스,ACE 단기통안채,ACE 러시아MSCI(합성),ACE 레버리지,ACE 멕시코MSCI(합성),ACE 미국IT인터넷S&P(합성 H),ACE 미국WideMoat가치주,ACE 미국다우존스리츠(합성 H),ACE 밸류대형,ACE 베트남VN30(합성),ACE 삼성그룹동일가중,ACE 삼성그룹섹터가중,ACE 스마트로우볼,ACE 스마트모멘텀,ACE 스마트밸류,ACE 스마트퀄리티,ACE 스마트하이베타,ACE 싱가포르리츠,ACE 싱가포르리츠채권혼합모닝스타,ACE 아시아TOP50S&P,ACE 인도네시아MSCI(합성),ACE 인버스,ACE 일본Nikkei225(H),ACE 일본TOPIX레버리지(H),ACE 일본TOPIX인버스(합성 H),ACE 중국본토CSI300,ACE 중국본토CSI300레버리지(합성),ACE 중장기국공채액티브,ACE 코스닥(합성),ACE 코스피,ACE 필리핀MSCI(합성)
424,41495.49,25243.01,8015.79,2621.42938,17135.91,106343.31,95095.81,99678.77,100444.49,33872.81,10255.29,10612.65,21307.08,17541.7,97297.66,9933.43,21684.27,18198.88,17389.05,17146.04,17634.56,15777.72,18726.8,15255.45,12366.25,10117.3,14935.72,8417.6,4765.31,20098.32,24800.25,4003.79,31652.86,5552.24,100841.13,14956.29,31879.48,14024.74
425,41130.85,25019.9,7929.7,2642.63085,16901.03,106306.06,95238.14,99745.61,100446.63,34276.75,10067.19,10712.77,21480.91,17721.48,97601.55,9873.63,21826.83,17973.09,17084.83,16993.42,17514.58,15678.0,18568.62,15131.88,12337.05,10098.86,14663.11,8389.84,4810.71,20015.25,24343.85,4046.2,31369.04,5457.09,100770.76,14908.01,31656.5,13862.32
426,41306.7,25127.46,7969.47,2667.8625,16183.24,106259.83,95489.72,99798.69,100459.1,34065.94,10146.07,10709.97,21568.17,17695.46,97748.38,9906.1,21928.57,18009.96,17193.82,17066.41,17590.15,15727.09,18639.74,15194.07,12405.73,10101.59,14619.76,8383.16,4790.87,19893.62,24243.34,4057.48,31025.6,5344.1,100704.94,15002.25,31754.65,14121.13
427,41249.16,25092.66,7944.88,2734.65274,16085.47,106157.29,95728.73,99900.0,100461.22,33868.16,10102.2,10495.53,21206.12,17441.39,97232.91,9874.97,21991.99,18003.12,17219.69,17031.33,17544.43,15683.6,18616.77,15134.15,12410.76,10083.94,14408.29,8381.85,4804.72,19442.32,23181.76,4147.9,30990.52,5341.81,100584.75,14860.83,31623.52,13876.74
428,41187.25,25055.28,7955.72,2745.29435,16052.16,106081.41,96176.34,99957.95,100468.2,34024.69,10081.37,10508.94,21492.66,17695.58,96873.55,9849.44,22109.28,17854.72,17096.15,17031.66,17542.33,15675.24,18576.31,15116.47,12528.17,10081.59,14517.87,8414.27,4808.7,19442.02,23183.28,4147.6,31274.61,5434.36,100433.99,14871.05,31582.26,13904.69
429,41297.97,25122.55,7937.16,2745.26857,16086.73,106112.82,96283.12,99952.23,100470.93,34081.23,10143.39,10461.67,21591.2,17743.3,95779.32,9869.34,22135.19,17881.96,17173.08,17060.65,17577.24,15694.31,18638.68,15147.21,12401.37,10040.9,14470.78,8426.6,4792.51,19843.56,24262.89,4051.64,31291.14,5433.98,100420.56,14839.36,31664.36,13857.0
430,40816.64,24829.62,7851.39,2707.91994,16090.45,105897.67,97054.69,100152.34,100472.1,34766.19,9881.09,10572.54,21375.92,17827.1,94378.7,9812.27,21946.09,17753.94,16861.0,16902.8,17408.21,15545.17,18351.84,14968.54,12485.12,10007.54,14532.05,8429.97,4859.26,19827.59,24139.91,4057.38,31725.32,5575.94,100102.05,14519.56,31297.74,13925.33
431,40275.52,24500.2,7792.5,2701.87645,15824.92,106024.12,96523.9,100036.69,100475.07,34428.67,9611.45,10335.54,20623.33,17489.8,93776.67,9691.87,22084.93,17557.97,16641.05,16687.9,17158.9,15330.05,18098.38,14761.76,12327.79,10005.53,14546.0,8362.65,4927.78,19772.89,23817.48,4068.88,31638.89,5547.95,100309.19,14360.96,30962.25,13763.56
432,40401.29,24576.68,7870.38,2653.75623,15559.18,106004.13,96808.2,100058.3,100478.2,34509.34,9697.91,10303.6,20414.88,17597.83,94426.12,9736.33,22118.24,17667.33,16728.78,16781.02,17242.62,15381.57,18123.27,14783.14,12202.97,9953.39,14497.83,8493.43,4899.65,19476.87,23350.0,4122.67,31396.01,5470.33,100238.89,14386.9,31057.24,13848.5
433,39745.41,24177.45,7784.34,2727.06621,16174.68,105904.49,96984.82,100207.67,100486.67,34983.38,9344.67,10281.91,20469.61,17449.66,92900.65,9591.48,22250.87,17484.9,16522.21,16552.51,16990.48,15138.27,17823.98,14485.27,12244.08,9957.75,14402.59,8805.99,4996.04,19405.84,23160.63,4138.71,31808.36,5593.24,100152.18,14098.29,30562.14,13939.81
434,39071.82,23767.82,7826.58,2735.69396,16199.96,105846.7,97244.48,100237.01,100489.02,35338.6,9071.42,10245.98,20062.22,17516.52,94098.12,9523.59,22095.23,17391.03,16196.52,16318.17,16721.55,14872.06,17464.82,14223.08,12178.96,9913.34,14093.43,8962.67,5058.23,18701.8,21725.44,4253.37,31760.01,5579.39,100036.93,13699.4,30015.4,14081.48
435,38460.0,23396.25,7724.7,2715.27513,16243.34,105591.97,98111.48,100490.29,100490.3,36545.51,8783.58,10278.19,20364.2,17667.64,93420.47,9395.85,22372.63,17143.57,15894.87,16148.56,16472.63,14659.87,17192.81,13955.77,12088.17,9829.48,14066.09,8922.82,5140.85,18306.37,21201.05,4309.7,31834.22,5611.44,99679.92,13226.16,29474.54,14105.24
436,39080.24,23773.96,7929.82,2773.12033,16259.72,105690.47,97922.73,100392.41,100493.56,36002.9,9059.28,10291.31,20574.08,17689.14,94375.87,9505.97,22414.76,17384.75,16085.85,16396.33,16721.5,14906.89,17520.35,14207.25,12131.31,9854.69,14052.09,9195.21,5063.12,18098.74,21085.88,4322.53,31779.07,5601.61,99791.04,13671.33,29982.96,14307.66
437,39014.5,23733.1,7884.35,2784.79282,16210.9,105710.69,97800.53,100388.79,100501.96,36790.91,9037.67,10246.7,20827.52,17934.61,94571.35,9475.98,22514.52,17367.02,16171.01,16351.44,16671.02,14842.51,17558.68,14217.79,12255.82,9893.74,14486.35,9200.32,5065.74,18238.42,21160.46,4327.2,31950.86,5660.95,99829.45,13665.71,29968.56,14273.88
438,38337.54,23319.82,7754.1,2802.57085,16176.99,105422.87,98409.83,100721.36,100501.6,37533.02,8702.82,10308.34,20443.26,17946.24,93917.69,9357.02,23319.99,17106.47,15844.38,16052.9,16393.32,14616.71,17219.7,14008.07,12268.45,9860.72,14783.74,9420.56,5165.55,18764.77,22294.0,4199.91,32530.41,5848.19,99515.41,13479.76,29565.78,14620.97
439,38686.55,23531.98,7838.47,2806.10469,16209.2,105389.74,98131.18,100713.6,100504.23,37195.61,8881.1,10362.87,20542.7,17830.76,95247.82,9427.36,23223.19,17229.64,15914.62,16191.39,16530.54,14732.62,17392.68,14180.37,12197.56,9862.33,14556.09,9431.89,5107.09,18565.59,21902.09,4229.07,32062.07,5691.69,99568.22,13670.36,29855.05,14612.59
440,39226.48,23861.15,7994.04,2840.03798,16855.85,105440.79,97766.46,100652.55,100505.99,36788.02,9113.49,10398.81,20870.97,17815.9,95968.16,9492.56,22983.85,17394.28,16157.51,16403.48,16738.65,14922.25,17707.54,14400.03,12304.71,9914.56,14523.78,9621.78,5044.75,18528.94,21784.99,4247.86,32279.1,5750.46,99681.23,14099.62,30278.96,14512.05
441,39592.98,24084.41,8085.59,2876.84338,16915.13,105499.7,97811.19,100611.51,100511.92,36999.87,9317.85,10404.91,21185.12,18008.54,97233.03,9575.87,22861.95,17639.4,16432.04,16563.85,16890.65,15045.9,17887.05,14520.39,12373.38,9925.95,14516.31,9755.14,4978.96,18794.11,22093.39,4219.26,31998.54,5663.4,99703.93,14200.83,30544.61,14624.82
442,39477.91,24014.13,8121.29,2848.85563,16356.38,105257.1,98140.44,100861.23,100511.65,37340.46,9251.4,10624.07,21259.7,18197.98,97272.1,9560.07,23016.19,17523.77,16305.0,16532.41,16849.18,15014.01,17818.96,14475.4,12464.64,9926.06,14798.31,9763.76,5000.05,19133.94,22922.57,4140.56,32288.8,5752.26,99472.78,14248.13,30460.7,14749.26
443,39817.56,24221.02,8230.18,2807.80202,16306.65,105359.69,97852.68,100778.76,100514.83,37017.09,9399.87,10583.59,21418.6,18013.31,97519.56,9592.61,22924.34,17612.08,16480.34,16674.41,17002.79,15133.0,18016.9,14612.56,12337.33,9911.14,14753.01,9725.71,4961.34,19075.08,22706.99,4150.11,31804.78,5593.53,99602.21,14412.37,30682.66,14747.87
444,39652.33,24120.64,8258.8,2810.50863,16394.64,105347.8,98095.92,100809.68,100516.92,37148.3,9318.2,10532.06,21592.63,18036.2,97702.86,9559.92,22785.73,17549.53,16449.46,16650.27,16973.43,15090.54,17926.52,14527.67,12300.72,9883.53,14884.27,9685.25,4985.15,19221.65,22937.29,4134.89,32062.78,5675.05,99540.56,14358.91,30527.3,14685.26
445,39588.7,24082.56,8295.45,2830.2078,16660.89,105359.81,97994.2,100802.83,100519.04,37370.03,9288.39,10546.17,21515.61,18069.51,99195.28,9569.72,22796.4,17613.76,16447.46,16663.16,16948.26,15088.7,17854.33,14487.08,12349.61,9901.77,15087.13,9673.49,4992.56,19244.37,22982.18,4132.54,32061.62,5671.47,99554.09,14245.29,30464.45,14739.37
446,39608.1,24094.33,8294.45,2834.154,16604.29,105224.53,98133.94,100935.6,100523.77,36695.28,9314.49,10469.08,21636.18,18082.62,99405.55,9553.54,22555.37,17584.0,16529.45,16659.58,16937.29,15077.64,17862.13,14482.4,12337.36,9888.69,15023.85,9580.83,4980.06,18882.15,22347.35,4187.05,32182.15,5718.87,99433.56,14264.13,30457.1,14768.99
447,39778.39,24197.89,8326.8,2795.18964,16869.48,105149.0,98503.19,100992.12,100524.8,36507.51,9390.96,10411.12,21174.45,17870.39,99901.24,9630.84,22371.61,17652.0,16507.55,16711.39,17007.15,15126.51,17892.98,14566.71,12265.69,9840.98,14990.76,9536.77,4961.68,18952.53,22386.73,4183.97,32203.13,5719.56,99293.8,14252.97,30606.42,14638.69
448,40180.3,24442.41,8453.22,2828.50675,17064.14,105122.52,98504.51,101021.12,100520.07,37481.45,9569.72,10384.2,21215.62,17877.57,100192.57,9708.19,22193.58,17776.45,16707.21,16852.4,17161.21,15270.8,18075.76,14730.49,12258.18,9837.9,15012.05,9433.1,4917.08,18809.07,22236.96,4198.12,32317.7,5750.41,99270.72,14502.74,30885.08,14470.75
449,39826.9,24226.68,8434.11,2858.25069,16809.82,104775.55,98983.79,101425.28,100506.68,37442.67,9392.75,10458.82,21138.61,17790.86,100527.86,9620.08,22323.57,17877.45,16748.46,16708.47,17041.59,15130.12,17906.51,14595.18,12281.48,9814.55,14974.15,9486.03,4965.01,19141.76,22749.42,4149.61,32276.07,5733.0,98914.69,14461.96,30648.84,14585.25
450,39662.35,24127.49,8249.34,2877.82128,16910.14,104921.35,98185.08,101279.44,100509.24,36777.81,9330.37,10324.57,20972.32,17631.89,99509.21,9554.7,22833.6,17581.88,16619.38,16596.75,16924.31,15053.46,17845.78,14545.0,12355.88,9885.69,14792.03,9395.09,4977.69,19117.85,22567.5,4158.95,31777.37,5560.95,99215.64,14335.32,30469.81,14593.01
451,39114.0,23793.09,8252.09,2876.71376,16980.48,104654.2,99468.81,101568.57,100514.95,36443.43,9051.93,10171.53,21131.65,17770.7,100780.88,9436.96,23024.86,17296.01,16347.74,16381.35,16706.16,14853.66,17572.0,14344.98,12365.48,9806.16,14699.99,9277.39,5056.74,18941.48,22249.01,4187.83,31572.23,5494.98,98732.24,14222.76,30074.64,14529.54
452,39252.65,23877.68,8338.37,2917.09024,16625.75,104691.67,99006.06,101541.71,100519.89,35988.09,9143.77,10180.56,21232.07,17922.57,99588.03,9465.58,23205.91,17239.35,16258.36,16456.77,16754.42,14903.8,17662.28,14356.13,12461.98,9862.14,14662.85,9384.36,5022.58,18980.86,22252.39,4184.14,32013.71,5645.18,98871.68,14311.9,30161.26,14378.59
453,39759.78,24186.55,8384.02,2884.48943,16845.51,104931.44,98578.31,101217.05,100527.48,36395.01,9372.24,10090.04,21231.05,17976.74,99912.11,9583.5,22924.03,17373.66,16440.93,16646.83,16962.37,15079.24,17905.69,14565.79,12486.17,9896.94,14597.16,9271.79,4961.33,19484.27,23271.0,4092.86,31829.31,5584.72,99160.38,14467.76,30516.56,14366.35
454,39218.56,23857.31,8250.97,2923.49143,16724.22,104938.51,98715.55,101246.58,100529.95,36407.02,9090.55,10214.63,21173.27,18151.2,100277.72,9460.81,23127.17,17189.72,16305.46,16415.22,16736.17,14884.28,17696.33,14368.23,12541.6,9906.21,14638.45,9203.24,5043.09,19420.57,22960.8,4118.93,31700.28,5543.27,99132.14,14403.88,30150.53,14453.02
455,39423.34,23983.24,8181.53,2978.15933,16247.85,105057.28,98166.82,101146.55,100532.8,36217.97,9215.66,10353.65,21303.52,18313.46,100546.41,9509.74,23358.24,17156.45,16375.67,16527.99,16819.28,14975.69,17777.77,14438.82,12548.63,9947.35,14678.59,9297.88,4999.56,19417.43,22955.72,4118.82,31637.15,5522.45,99328.77,14352.71,30227.54,14630.47
456,39256.93,23880.8,8174.62,3043.53424,16792.57,105249.65,97618.52,100924.95,100539.26,36194.23,9133.89,10386.7,21470.65,18454.6,99565.23,9450.04,23408.76,17128.49,16366.7,16432.1,16718.81,14873.77,17742.52,14394.78,12552.05,9987.93,14797.89,9334.38,5021.99,19614.56,23602.78,4070.3,31990.11,5640.74,99604.0,14350.76,30099.49,14765.34
457,39228.33,23863.73,8290.72,3045.43555,17226.68,105382.0,97507.78,100813.51,100544.13,36379.85,9112.0,10520.14,21542.23,18526.7,99908.52,9487.2,23419.13,17133.04,16276.2,16425.49,16745.45,14870.28,17666.4,14384.26,12599.76,10009.36,14669.92,9393.87,5030.66,19488.5,23184.45,4098.05,31773.97,5565.72,99729.0,14366.98,30009.88,15104.8
458,39306.38,23909.98,8372.01,3024.11917,17436.41,105506.34,97088.16,100677.01,100549.47,36565.3,9143.64,10513.81,21614.79,18413.33,99841.01,9468.64,23343.01,17080.75,16271.66,16474.87,16774.16,14908.18,17733.31,14401.37,12541.54,10021.06,14595.63,9392.44,5023.09,19415.37,23105.5,4110.34,31661.93,5525.18,99908.32,14455.65,30029.89,15208.07
459,38890.2,23656.71,8245.17,2977.07595,17488.42,105461.79,97329.6,100706.77,100551.95,36547.48,8951.68,10533.97,21594.6,18430.79,100031.73,9356.98,23301.44,16892.58,16141.48,16340.67,16584.9,14735.85,17536.42,14203.77,12533.53,10004.34,14646.78,9428.86,5074.75,19276.28,22774.81,4143.32,31752.18,5553.51,99834.64,14155.51,29691.16,15343.39
460,38864.23,23639.47,8337.69,2943.41188,17823.83,105392.95,97628.0,100822.08,100555.72,36301.19,8946.59,10317.27,21096.54,18297.81,99561.27,9293.22,23249.98,16759.66,16071.23,16300.16,16513.39,14701.71,17581.66,14158.8,12416.89,9954.54,14743.9,9454.27,5074.44,19156.28,22505.25,4165.3,31549.13,5492.14,99722.72,14225.59,29636.66,15197.95
461,39307.63,23910.16,8333.28,2986.06935,18124.67,105265.73,97609.21,100959.23,100565.88,36144.56,9153.33,10274.8,21087.6,18284.66,99748.82,9423.19,23103.82,16988.82,16239.23,16469.31,16731.98,14872.05,17738.62,14375.92,12455.92,9964.88,14773.39,9477.07,5014.8,19270.96,22665.34,4151.88,32047.64,5656.63,99646.51,14460.23,30070.9,15107.45
462,39704.38,24152.17,8383.03,2989.34531,18211.43,105424.97,97139.61,100792.55,100570.6,34944.82,9343.9,10300.01,21532.67,18385.83,99764.76,9494.58,23266.29,17169.49,16433.89,16621.11,16918.42,15032.62,17962.81,14556.19,12469.94,10000.74,14887.08,9409.48,4960.51,19484.2,23199.85,4097.78,32008.15,5642.63,99880.55,14746.09,30382.13,15175.26
463,39675.59,24133.73,8475.38,3002.84754,18178.28,105302.24,97365.01,100916.26,100572.32,35065.25,9318.92,10257.03,21642.39,18419.93,100382.43,9484.97,23321.4,17182.45,16465.21,16623.44,16896.94,15001.34,17956.68,14510.76,12512.25,9995.18,14972.99,9323.87,4969.82,19586.34,23374.41,4081.85,32045.56,5655.13,99740.54,14837.96,30358.25,14993.17
464,39208.52,23848.91,8407.93,3007.25303,17934.73,105257.44,97624.35,100966.71,100575.26,34786.23,9096.02,10144.72,21759.93,18357.87,99746.75,9372.23,23190.61,16929.78,16290.7,16413.36,16656.71,14796.34,17766.03,14345.45,12530.0,9982.01,15096.28,9379.02,5030.72,19607.12,23427.03,4077.17,32096.74,5667.21,99647.76,14777.77,29997.76,15062.73
465,39013.71,23729.74,8363.11,3027.72349,18244.1,105309.08,97505.58,100902.25,100575.95,35195.53,9017.03,10145.45,21581.73,18234.79,100116.89,9306.53,23181.21,16790.5,16198.37,16323.81,16578.58,14732.1,17714.22,14299.27,12456.75,9973.64,15056.1,9437.91,5049.19,19540.76,23145.95,4101.79,32069.68,5655.85,99712.35,14799.14,29840.68,15047.75
466,39315.96,23914.53,8281.63,3030.72936,18071.56,105234.27,97814.28,100963.64,100579.45,34702.21,9144.5,10099.14,21456.23,18298.17,100056.26,9375.49,23022.09,16961.17,16390.02,16419.98,16677.34,14840.15,17880.37,14431.67,12486.21,9957.51,14993.83,9382.01,5017.13,19474.66,23062.3,4107.09,31876.01,5596.76,99578.31,14929.55,30078.33,15007.46
467,40176.67,24440.12,8140.2,3012.41545,17882.78,105097.81,97830.51,101114.37,100574.03,33660.35,9559.15,10037.36,21243.71,18182.6,99486.33,9588.01,22969.42,17128.69,16587.02,16731.35,17037.67,15166.01,18284.07,14770.66,12478.37,9949.47,14985.52,9548.33,4899.72,19586.05,23371.0,4088.91,32227.88,5715.78,99454.74,14791.46,30521.4,14871.53
468,39909.6,24277.79,8017.56,3002.30531,17006.6,105121.78,97983.75,101115.71,100571.82,31983.49,9399.75,9912.26,20651.81,18199.0,98923.22,9570.89,23316.41,17008.6,16480.41,16648.49,16928.04,15059.03,18091.49,14641.27,12449.35,9933.94,14972.61,9575.57,4946.49,19599.75,23312.29,4092.2,32479.16,5804.4,99436.56,14524.83,30351.08,14933.52
469,39802.88,24212.79,7998.55,3001.33324,16578.66,105191.84,97911.98,101050.24,100571.31,32917.84,9359.9,9899.64,20415.05,18154.96,99736.18,9572.15,23475.23,16989.96,16408.36,16618.05,16896.34,15025.98,18022.62,14599.79,12481.62,9948.53,14745.85,9498.01,4955.11,19598.05,23309.16,4092.1,32385.34,5768.25,99503.25,14616.28,30318.49,15231.67
470,39455.04,24001.21,7887.18,3001.33324,16588.94,105383.94,97552.73,100825.53,100562.47,32788.85,9213.06,9795.59,20622.55,18190.4,100954.29,9466.7,24058.72,16769.29,16169.45,16467.86,16747.83,14887.71,17877.54,14479.77,12550.26,9989.98,14679.08,9535.51,4991.19,19301.11,22783.25,4139.26,32512.03,5810.86,99722.66,14551.89,30160.94,15319.53
471,38759.92,23578.08,7735.79,2877.32194,16588.43,105613.26,96798.1,100605.79,100568.99,32453.34,8869.33,9606.06,20619.09,18236.94,100941.12,9270.53,24212.11,16442.89,15967.75,16195.84,16431.69,14616.14,17606.35,14208.52,12599.38,10055.13,14699.54,9582.42,5089.67,19426.71,22882.61,4125.53,32457.49,5784.18,100088.33,14411.37,29703.77,15249.74
472,38432.27,23379.23,7615.14,2914.88602,16610.09,105672.38,96901.31,100541.94,100570.56,31521.36,8726.04,9432.52,20390.78,17867.87,98181.65,9170.63,24119.44,16234.83,15858.94,16051.85,16266.78,14498.37,17469.3,14063.2,12452.54,10013.57,14402.43,9358.09,5126.95,18932.88,21994.16,4207.98,32231.56,5705.58,100115.21,14217.05,29426.67,15038.46
473,37593.3,22867.83,7397.25,2858.20221,16554.59,105864.88,96420.49,100375.67,100573.98,32010.91,8340.8,9445.02,20568.33,17866.66,99241.49,8955.6,23775.77,15868.84,15544.51,15693.21,15878.61,14167.18,17103.74,13737.74,12272.65,10005.76,14236.99,9434.7,5242.58,18600.94,21131.06,4284.78,32090.33,5658.52,100375.59,13834.3,28729.59,14827.36
474,38581.48,23470.06,7452.38,2845.46369,16394.3,105829.68,96251.65,100416.18,100577.13,32297.3,8773.74,9587.99,19959.04,17372.87,97168.04,9198.59,23359.77,16171.75,15896.11,16045.61,16295.7,14544.7,17553.04,14128.54,12063.54,9964.22,14148.01,9155.06,5108.68,18232.75,20377.22,4327.56,31747.43,5537.21,100414.03,13999.31,29352.31,14689.12
475,39241.38,23872.96,7444.26,2884.35947,16537.33,105729.14,96394.78,100494.2,100580.87,32829.84,9057.53,9572.3,19236.11,17088.12,95725.34,9389.75,23499.36,16494.66,16080.76,16343.2,16619.93,14825.76,17819.72,14364.94,12045.94,9945.53,14311.32,9143.31,5029.0,18455.63,21101.68,4308.72,31698.67,5523.98,100315.58,14003.27,29825.77,14154.39
476,39479.24,24016.61,7676.78,2862.34045,16135.58,105618.07,96579.36,100637.78,100590.68,32997.6,9189.67,9848.66,19553.97,17438.26,98478.14,9453.35,23361.99,16697.3,16211.84,16454.33,16733.81,14927.99,17912.18,14449.75,11995.14,9915.31,14426.36,9365.79,4987.06,18261.72,20689.15,4331.38,31903.81,5596.94,100198.29,14304.2,30052.99,14376.56
477,39573.75,24074.18,7598.89,2923.47062,16523.82,105689.02,96427.09,100556.97,100593.84,32749.71,9212.85,9840.13,19035.29,17418.96,98152.73,9518.69,22580.98,16784.14,16321.22,16466.95,16782.85,14980.6,17903.22,14493.92,12067.29,9947.76,14328.81,9231.88,4985.4,18472.74,21388.5,4260.74,32257.35,5722.22,100282.09,14209.43,30115.65,14474.97
478,39918.48,24284.46,7696.39,2980.68305,16440.94,105343.63,96624.84,100578.33,100596.97,31616.23,9382.43,9822.2,19328.55,17588.63,99670.74,9616.26,22147.18,16963.55,16384.93,16589.72,16935.75,15100.0,18026.96,14622.33,12055.26,9929.21,14104.77,9233.89,4936.63,18365.51,21061.09,4282.99,32126.11,5674.29,99850.42,14277.41,30297.15,14593.62
479,40017.48,24343.91,7702.37,2973.49472,16536.21,105489.9,96119.58,100433.46,100600.57,32061.03,9459.64,9941.59,19883.06,17788.42,101190.47,9612.55,22709.06,16998.15,16546.22,16639.63,16973.36,15117.64,18094.73,14654.96,12126.04,9986.65,14386.2,9356.8,4908.69,18754.85,22027.66,4190.2,32298.84,5733.45,100073.88,14411.45,30402.35,14556.93
480,40405.58,24578.23,7881.08,2961.18222,16550.58,105578.92,96139.04,100343.93,100604.36,31314.71,9570.42,9999.31,20181.95,17836.86,101843.53,9687.04,22718.2,17070.47,16621.67,16804.43,17117.89,15253.55,18281.23,14783.2,12100.14,9978.95,14368.1,9287.55,4893.18,19012.88,22349.94,4164.11,32815.51,5915.28,100138.9,14651.95,30697.44,14519.48
481,40089.58,24386.21,7821.37,2975.31687,16386.53,105490.17,96364.01,100461.52,100612.16,31782.3,9430.06,10066.2,19856.17,17810.4,100477.08,9628.23,22962.66,17129.97,16566.62,16686.72,16985.48,15143.04,18137.64,14676.87,12187.79,9986.56,14488.96,9386.57,4929.89,18929.96,22046.23,4187.51,33465.53,6135.64,100035.73,14489.64,30502.43,14801.78
482,40022.79,24346.49,7738.89,2911.0215,16535.31,105558.53,96177.55,100371.86,100616.85,31461.75,9436.13,10104.9,19778.53,17882.5,100761.11,9646.03,22854.11,17052.94,16461.44,16655.27,16957.6,15139.9,18057.33,14682.57,12143.09,9990.92,14357.49,9369.69,4918.52,18738.62,21730.15,4219.48,33247.02,6073.29,100136.78,14409.02,30420.22,14721.17
483,39831.74,24230.6,7696.68,2890.32479,16598.45,105552.6,96228.05,100383.36,100620.15,30173.74,9309.38,9908.84,19549.34,17910.47,101818.25,9611.14,22918.06,16984.42,16340.83,16586.77,16871.11,15062.86,17961.9,14601.61,12096.97,9976.21,14329.86,9308.73,4960.87,18887.67,21814.23,4213.75,33462.88,6150.04,100125.51,14363.92,30278.3,14759.12
484,39853.43,24244.07,7678.89,2894.23308,16300.46,105539.7,96191.76,100413.26,100623.22,30110.57,9322.96,10017.34,19280.31,17832.7,100522.76,9621.43,22852.38,17032.05,16381.97,16590.67,16887.01,15050.02,17983.18,14584.32,12143.42,9991.86,14248.1,9314.46,4956.59,18729.98,21677.04,4222.79,33305.63,6095.61,100135.98,14373.88,30292.89,14843.36
485,40059.1,24369.08,7695.95,2904.43175,16156.76,105670.7,96000.77,100270.06,100628.05,30211.77,9434.0,10089.29,19646.95,18045.0,101960.02,9667.79,22851.68,17139.81,16555.81,16669.67,16972.84,15136.17,18065.3,14680.72,12103.35,9994.1,14172.73,9342.57,4923.53,18768.42,21944.88,4200.76,32980.15,5976.04,100278.65,14435.71,30468.29,14673.36
486,40186.75,24446.22,7683.26,2875.27008,16772.0,105695.6,96070.66,100247.59,100635.91,31212.4,9474.49,10197.27,19153.33,17965.14,102031.32,9745.53,22755.2,17253.85,16586.13,16746.35,17023.65,15227.92,18060.21,14723.74,12135.9,9998.27,14172.68,9242.26,4917.3,19151.18,22547.47,4139.31,33059.2,5999.85,100284.73,14340.55,30578.75,14841.22
487,39426.1,23982.86,7540.44,2879.00973,16897.44,105793.62,95710.74,100101.47,100639.04,31011.91,9118.84,10444.78,19322.22,17921.97,101921.79,9574.66,22981.54,16918.15,16204.32,16437.94,16709.46,14916.73,17712.56,14414.61,12149.2,10028.58,14037.47,9358.66,5010.49,18813.61,21915.27,4197.81,32744.35,5885.13,100460.03,14186.71,30026.38,15057.07
488,39685.09,24141.02,7592.21,2959.5485,16702.54,105824.26,95728.66,100057.74,100641.75,30979.0,9249.64,10407.41,19071.75,17773.13,100980.8,9649.45,23026.95,17003.29,16250.92,16544.84,16836.4,15011.32,17820.68,14490.88,12049.3,10001.91,13894.12,9332.07,4971.48,18392.35,20956.32,4288.63,32356.94,5760.89,100469.23,14273.56,30153.92,14991.48
489,39901.23,24272.71,7686.06,3025.75431,16592.37,105748.58,96026.76,100115.19,100643.98,31156.49,9347.39,10439.01,19690.69,18051.07,102058.31,9715.4,22949.56,17018.88,16221.72,16625.4,16911.42,15070.63,17922.16,14558.86,12058.44,9982.79,14026.88,9389.04,4945.09,18793.78,21574.05,4225.88,32559.18,5832.19,100331.68,14323.7,30256.77,14777.75
490,40111.48,24400.97,7689.8,3045.20746,16841.44,105605.59,96457.07,100292.24,100646.67,31750.02,9443.72,10540.77,19756.31,18068.73,103031.38,9772.93,22791.72,17074.16,16335.57,16703.81,17007.64,15135.24,18004.27,14635.09,12060.28,9950.13,14080.35,9300.43,4919.35,18797.65,21539.08,4222.09,32458.14,5794.28,100123.51,14369.2,30398.12,14650.41
491,40359.13,24552.56,7727.59,3045.20746,17018.67,105664.52,96416.76,100225.55,100654.95,31412.49,9583.26,10630.25,19878.16,18149.66,102874.42,9836.86,22429.46,17191.11,16476.28,16784.36,17112.19,15227.5,18125.48,14761.05,12104.56,9966.27,14167.52,9345.21,4878.67,18957.87,21966.0,4183.71,32664.69,5859.33,100176.56,14427.01,30553.47,14910.15
492,40158.56,24430.94,7729.05,3078.86448,17018.21,105718.14,96374.14,100145.28,100657.6,31336.3,9472.33,10669.8,19877.4,18152.21,102876.54,9794.86,22918.46,17142.64,16394.43,16711.78,17001.9,15141.43,18064.95,14677.9,12185.7,9989.95,14148.71,9336.37,4910.63,18950.3,21903.74,4189.13,32486.78,5791.07,100218.15,14483.17,30428.8,14761.0
