,ACE 200,ACE 200TR,ACE Fn성장소비주도주,ACE Gloabal Luxury&Hotel Index,ACE 골드선물 레버리지(합성 H),ACE 국고채3년,ACE 국채선물10년인버스,ACE 국채선물3년인버스,ACE 단기통안채,ACE 러시아MSCI(합성),ACE 레버리지,ACE 멕시코MSCI(합성),ACE 미국IT인터넷S&P(합성 H),ACE 미국WideMoat가치주,ACE 미국다우존스리츠(합성 H),ACE 밸류대형,ACE 베트남VN30(합성),ACE 삼성그룹동일가중,ACE 삼성그룹섹터가중,ACE 스마트로우볼,ACE 스마트모멘텀,ACE 스마트밸류,ACE 스마트퀄리티,ACE 스마트하이베타,ACE 싱가포르리츠,ACE 싱가포르리츠채권혼합모닝스타,ACE 아시아TOP50S&P,ACE 인도네시아MSCI(합성),ACE 인버스,ACE 일본Nikkei225(H),ACE 일본TOPIX레버리지(H),ACE 일본TOPIX인버스(합성 H),ACE 중국본토CSI300,ACE 중국본토CSI300레버리지(합성),ACE 중장기국공채액티브,ACE 코스닥(합성),ACE 코스피,ACE 필리핀MSCI(합성)
0,29719.65,17288.39,6086.3,2198.8914,14438.68,106611.48,93167.2,99682.54,100120.37,31712.34,5486.69,9575.93,12587.55,12714.81,84890.39,7311.66,13192.94,14253.15,10622.44,12862.07,12441.8,11253.7,13262.24,10333.39,12178.83,10026.33,11784.27,10384.3,7800.4,15597.19,17352.98,5521.98,24123.11,3719.87,102202.09,9766.64,22364.04,15706.51
1,29760.34,17312.17,6059.52,2202.1149,14622.69,106800.18,92686.59,99539.57,100136.85,32117.26,5505.08,9856.81,12791.53,12927.28,83828.13,7320.07,13243.53,14238.28,10606.53,12878.25,12437.42,11265.56,13266.38,10344.87,12286.67,10090.27,11870.31,10424.98,7784.75,15609.82,17368.2,5521.51,24242.14,3757.72,102482.24,9707.15,22378.39,15534.52
2,29521.65,17173.92,5900.35,2183.97988,14688.66,106798.39,92710.72,99578.91,100144.98,32404.83,5414.73,9921.96,12684.12,12907.92,84515.81,7252.86,13131.28,14085.3,10531.0,12766.23,12329.93,11154.69,13159.03,10224.01,12288.93,10090.86,11826.86,10546.59,7850.86,15290.0,16819.28,5597.34,24224.58,3754.88,102483.46,9495.76,22160.19,15798.14
3,29809.72,17342.25,6070.26,2178.41799,15521.88,106597.18,93288.84,99736.23,100149.56,32545.33,5530.03,9906.85,12861.44,12882.54,84554.69,7294.45,13118.52,14243.53,10643.01,12856.82,12443.28,11239.25,13304.29,10317.77,12248.3,10038.75,11823.18,10441.64,7760.06,15537.86,17391.26,5507.03,24401.34,3808.99,102194.74,9613.24,22372.25,15736.16
4,29620.63,17233.45,5920.79,2176.16879,15308.14,106532.22,93388.96,99828.56,100154.04,32701.46,5453.09,9822.29,12870.78,12931.16,83625.57,7232.01,12997.43,14012.1,10538.71,12752.39,12333.58,11127.76,13214.38,10202.57,12370.14,10063.56,11800.23,10497.63,7819.24,15296.23,16924.52,5581.77,24227.65,3752.45,102120.77,9287.85,22127.6,15844.49
5,30127.43,17528.46,6069.9,2171.3093,15818.19,106372.9,93904.12,100012.91,100157.92,33057.79,5636.29,9835.54,12980.65,12834.1,83894.45,7345.21,13055.61,14293.82,10781.99,12930.07,12557.7,11287.39,13449.17,10411.14,12253.35,9999.54,11910.03,10357.06,7688.65,15646.02,17495.4,5491.66,24335.53,3788.67,101874.12,9651.28,22486.15,15541.81
6,30401.61,17687.27,6138.76,2161.59763,15050.78,106318.82,94220.49,100077.97,100168.57,33128.05,5737.39,9873.22,13078.97,12934.49,83890.26,7396.7,13196.17,14524.83,11044.3,13023.55,12694.87,11356.28,13605.28,10540.5,12341.58,10001.46,12027.76,10557.98,7619.36,15717.79,17568.45,5471.98,24362.42,3795.6,101771.66,9751.05,22689.45,15667.58
7,30715.02,17869.39,6355.41,2162.44905,14972.43,106361.75,94132.66,100018.33,100171.83,33108.11,5854.46,9883.74,13017.23,12833.76,84596.44,7451.96,13088.03,14668.14,11197.21,13131.59,12815.57,11457.91,13778.11,10661.03,12350.96,10008.17,12121.46,10579.79,7542.43,15712.61,17563.76,5471.85,24583.38,3867.09,101831.77,9840.37,22924.64,15592.6
8,30857.92,17952.83,6365.19,2181.93439,14864.18,106455.31,93924.75,99912.61,100175.1,33162.32,5908.09,9897.16,13184.85,12914.34,85507.59,7498.53,13131.78,14772.35,11241.87,13215.62,12868.82,11536.36,13835.45,10714.83,12365.0,10025.86,12100.48,10656.03,7509.92,15828.11,17689.56,5454.91,24557.05,3858.07,101957.13,9832.74,23023.51,15537.58
9,30673.78,17845.55,6401.17,2193.39262,14809.94,106462.36,93786.85,99932.9,100178.13,32896.89,5837.71,9895.22,13167.03,12902.78,85203.95,7448.43,13140.14,14743.43,11193.6,13149.78,12804.04,11484.91,13759.08,10664.47,12491.21,10068.5,12032.69,10744.64,7554.42,15762.01,17508.65,5484.2,24429.75,3816.77,102008.62,9838.99,22939.4,15570.42
10,30985.39,18026.94,6433.72,2208.37523,15066.94,106370.95,93882.01,100054.25,100180.74,32993.32,5954.7,9861.17,13218.09,12962.65,85904.05,7520.51,13290.72,14777.11,11293.93,13257.94,12928.46,11594.64,13888.94,10751.89,12597.62,10091.37,12118.0,10742.98,7479.15,15779.87,17470.69,5491.42,24409.54,3809.25,101928.4,9945.34,23114.7,15335.37
11,31038.6,18058.28,6398.25,2236.97481,15027.88,106370.68,94085.5,100062.32,100190.5,33180.39,5977.97,10050.99,13378.61,13046.06,86566.17,7542.15,13305.95,14792.87,11345.06,13282.5,12944.48,11610.92,13896.08,10763.88,12611.91,10079.63,12163.25,10737.94,7463.23,15843.97,17602.54,5469.83,24523.12,3844.47,101871.87,9972.01,23140.9,15263.33
12,31270.62,18193.59,6297.44,2236.97481,15134.61,106277.13,94151.67,100155.68,100194.19,33545.74,6072.22,10224.6,13391.26,13024.0,86635.14,7605.09,13343.84,14835.55,11461.55,13406.61,13032.76,11698.53,13997.57,10835.82,12634.09,10082.16,12130.89,10767.02,7402.54,15872.64,17786.85,5442.39,24709.19,3902.02,101798.17,9900.49,23268.42,15386.07
13,30915.11,17986.66,6225.24,2173.58431,15264.16,106440.77,93649.78,99986.99,100197.63,33809.45,5917.99,10280.61,13391.91,13123.23,86643.55,7530.02,13586.38,14692.71,11349.57,13274.08,12879.86,11589.05,13812.63,10704.6,12724.72,10140.76,11958.63,10754.09,7505.15,15735.65,17605.44,5470.67,24297.29,3770.77,102063.17,9799.81,23033.54,15118.0
14,31329.44,18226.13,6304.87,2169.10449,15360.76,106348.5,93948.87,100127.28,100201.01,33663.71,6088.4,10193.67,13389.92,13063.07,87488.93,7622.51,13597.95,14886.87,11559.43,13441.25,13078.7,11730.68,14039.17,10850.36,12644.38,10101.05,12074.7,10747.73,7389.86,15842.21,17798.58,5441.86,24317.69,3779.51,101917.08,9969.43,23320.15,14961.63
15,30942.83,18001.25,6241.18,2137.96224,15086.36,106405.21,93714.32,100075.73,100217.67,33281.01,5936.22,10221.32,13360.05,13111.84,86924.52,7535.34,13622.66,14810.3,11522.07,13301.81,12934.31,11605.26,13873.22,10707.64,12661.95,10121.84,11952.48,10808.29,7484.69,15685.97,17449.96,5483.32,23564.43,3544.32,102024.42,9929.41,23101.19,15015.76
16,29962.98,17431.18,5883.15,2107.95813,15212.45,106643.07,92906.37,99827.99,100222.97,32027.92,5557.75,9894.9,13105.37,12825.06,86909.31,7296.9,13730.55,14368.23,11256.07,12902.5,12590.04,11225.77,13460.78,10325.93,12759.91,10204.98,11927.91,10708.46,7726.87,15300.64,16720.16,5603.4,23679.73,3574.83,102410.07,9627.83,22384.54,15443.68
17,30085.49,17502.5,5953.66,2118.23148,15558.63,106730.75,92657.4,99759.25,100226.4,32525.47,5600.87,10112.06,13248.85,12942.83,87239.33,7319.66,13730.28,14395.3,11297.97,12944.11,12641.18,11275.24,13523.97,10364.93,12574.09,10176.31,11787.01,10692.92,7697.59,15418.66,16870.89,5578.05,23681.14,3572.37,102536.63,9706.89,22470.72,15168.44
18,29512.07,17168.37,5865.83,2117.96934,15319.29,106816.17,92563.35,99718.41,100230.81,32463.11,5378.0,10265.12,13224.82,13004.09,86929.45,7181.19,13306.3,14197.13,11111.79,12744.46,12417.34,11077.23,13267.84,10143.21,12638.36,10201.97,11476.5,10740.16,7857.5,15151.5,16378.16,5659.92,23825.86,3605.26,102636.74,9507.61,22087.17,15212.82
19,29121.29,16941.79,5774.06,2113.83798,15614.76,106826.99,92612.26,99689.97,100240.91,32372.95,5254.59,10246.65,13224.67,13135.67,87068.91,7090.84,12942.93,14032.12,10915.95,12590.26,12232.73,10919.38,13072.83,9987.79,12769.03,10232.3,11485.44,10670.79,7935.64,15294.53,16504.16,5626.63,23964.74,3644.19,102631.96,9305.97,21793.92,15217.89
20,29163.8,16967.88,5822.81,2110.86761,15662.69,106893.49,92559.21,99639.13,100245.33,31668.01,5261.82,10069.91,13033.36,12922.49,85996.58,7075.56,12876.9,13974.24,10966.76,12578.37,12261.86,10916.88,13108.16,10002.52,12750.63,10232.4,11528.91,10362.09,7934.52,15137.14,16275.24,5665.54,21906.25,3032.96,102696.52,9368.98,21783.51,14844.88
21,29732.88,17299.3,5925.29,2153.15442,15560.72,106741.45,93135.15,99785.28,100248.38,31528.08,5476.68,10068.63,13227.23,12941.3,86245.45,7204.22,12844.63,14131.82,11311.66,12788.35,12528.46,11114.33,13385.6,10212.98,12522.48,10133.78,11672.76,10213.22,7765.56,15224.88,16573.32,5626.44,22433.55,3179.04,102418.84,9576.66,22182.62,14648.2
22,29869.58,17379.15,5854.15,2179.61314,15302.37,106814.54,92921.09,99716.42,100251.72,32036.32,5518.99,10348.28,13507.2,13226.63,87192.07,7246.96,12891.39,14117.49,11358.08,12872.22,12580.91,11177.6,13426.89,10237.58,12573.5,10163.17,11759.59,10367.88,7740.74,15387.36,16942.8,5567.94,22733.22,3265.32,102547.2,9577.69,22260.75,14851.7
23,30745.03,17890.02,5974.44,2173.17659,15104.05,106830.3,93086.05,99720.59,100255.89,32081.01,5854.04,10240.57,13395.59,13273.42,87155.72,7468.39,13030.57,14666.49,11744.26,13230.37,12922.81,11514.41,13795.98,10580.46,12574.51,10155.87,11931.67,10463.03,7498.42,15750.23,17640.08,5453.62,23021.4,3349.56,102530.69,9741.98,22904.21,15005.15
24,30498.62,17745.65,5941.57,2153.11153,15101.99,106900.15,92931.9,99656.06,100267.97,31745.6,5739.21,10187.86,13544.3,13358.26,87472.08,7400.39,13115.83,14511.73,11631.27,13132.18,12822.88,11426.32,13699.12,10478.67,12631.49,10178.37,11931.52,10479.46,7581.8,15711.95,17462.62,5468.25,23114.97,3376.33,102626.22,9740.46,22737.77,15443.25
25,30298.01,17629.38,5954.33,2146.11277,15328.17,106866.83,92912.89,99703.26,100271.14,31248.25,5673.34,10099.8,13491.22,13273.4,87427.73,7342.5,12929.36,14461.85,11639.64,13046.78,12749.41,11343.54,13637.71,10425.83,12496.51,10143.88,11835.79,10464.12,7621.63,15610.99,17194.78,5507.3,23221.52,3407.54,102602.37,9789.91,22623.74,15442.75
26,30608.85,17809.86,6029.99,2147.10594,15423.4,106883.57,92867.84,99698.42,100274.3,30780.41,5795.17,10057.89,13621.23,13263.43,88432.49,7415.12,12931.75,14675.57,11885.26,13191.84,12890.62,11467.9,13820.49,10546.12,12453.08,10138.36,11919.04,10349.17,7536.93,15606.26,17193.25,5507.18,23340.97,3444.99,102634.25,9880.5,22853.77,15202.79
27,30837.28,17942.82,6090.55,2182.21804,15369.09,106862.1,93009.8,99727.58,100277.53,31561.46,5879.67,10218.54,13630.58,13316.63,89070.62,7477.81,13034.3,14759.87,11917.99,13284.33,12963.87,11559.79,13920.86,10633.3,12474.64,10134.88,12004.77,10325.22,7484.19,15731.09,17203.22,5509.33,23521.63,3498.5,102582.99,9941.65,23012.25,15257.31
28,30771.25,17905.09,6079.94,2170.16397,15228.12,106928.85,92929.75,99659.74,100281.85,31684.72,5839.23,10352.57,13757.03,13398.42,89786.08,7448.18,13073.84,14641.04,11872.18,13251.64,12939.29,11517.56,13904.92,10598.49,12672.78,10190.3,12042.99,10258.36,7517.73,15705.73,17068.31,5527.75,23393.23,3459.28,102655.06,9956.38,22956.21,15178.32
29,30984.95,18030.16,6056.04,2148.43357,15460.47,106762.58,93342.64,99874.22,100289.18,31584.98,5934.62,10341.26,13764.86,13380.15,90301.37,7485.26,13098.38,14652.95,11930.85,13321.67,13026.53,11563.85,14019.09,10659.04,12737.35,10178.53,12085.05,10196.44,7448.62,15610.11,16834.09,5560.05,23547.71,3504.95,102430.44,9974.51,23065.93,15201.78
30,30956.7,18013.93,6096.5,2148.43357,15467.8,106835.89,92986.59,99794.38,100292.31,31529.81,5923.08,10377.41,13821.32,13406.66,91238.22,7475.36,13129.63,14676.41,11914.6,13327.08,13031.12,11564.04,14051.94,10659.71,12726.56,10201.07,12109.63,10210.32,7457.21,15512.55,16615.1,5608.89,24116.28,3673.5,102591.44,10027.3,23051.17,14979.89
31,30440.23,17714.22,5995.28,2147.29008,15562.35,106959.26,92535.53,99672.54,100298.22,31669.79,5723.56,10374.54,13823.51,13469.48,91256.36,7351.97,13111.71,14476.8,11716.62,13126.16,12812.93,11383.52,13826.02,10481.9,12776.31,10247.64,11940.8,10254.6,7584.58,15290.5,16163.98,5681.57,24026.04,3645.02,102813.25,9887.55,22708.17,15098.8
32,30503.43,17751.13,6001.5,2189.09904,15663.87,106955.56,92538.48,99702.7,100301.7,31288.21,5752.16,10384.49,13917.17,13408.44,91157.23,7352.62,13143.79,14421.79,11704.8,13150.33,12854.93,11379.98,13863.58,10477.69,12795.05,10252.98,12000.04,10237.58,7562.19,15421.33,16248.39,5660.6,23999.15,3635.42,102812.85,9914.3,22723.31,15128.85
33,30333.0,17652.09,5912.49,2192.32017,15773.14,107067.85,92283.41,99571.86,100308.57,32057.06,5695.05,10436.63,13932.42,13562.83,89950.58,7309.32,13361.74,14325.62,11701.46,13083.24,12792.21,11306.61,13775.84,10402.51,12930.34,10301.36,12042.44,10378.77,7596.22,15481.13,16343.83,5651.54,24714.04,3852.19,102949.61,9869.2,22573.05,15330.25
34,29893.06,17397.32,5828.76,2175.52612,15936.76,107270.42,91681.18,99399.32,100323.55,32136.28,5507.14,10336.72,13958.4,13667.2,91009.55,7203.21,13425.23,14085.44,11494.75,12885.98,12590.03,11139.39,13565.36,10234.37,13013.8,10367.6,11969.73,10512.19,7735.19,15401.04,16267.52,5652.7,24883.16,3901.87,103283.06,9671.01,22234.56,15461.75
35,28739.43,16724.86,5628.71,2087.19749,16608.8,107387.11,91504.1,99278.47,100333.5,31917.98,5090.63,10345.0,13716.05,13661.53,91248.26,6926.22,13064.1,13497.24,10997.06,12410.25,12107.07,10706.32,13060.02,9813.44,13013.94,10383.84,11762.14,10395.04,8020.08,15409.39,16273.32,5652.49,25004.66,3937.79,103427.51,9256.41,21376.18,15433.51
36,29064.48,16913.86,5729.45,2009.57484,16918.45,107290.56,91612.04,99371.64,100338.55,31612.44,5212.4,10086.27,13190.42,13133.87,89911.92,6978.36,13127.49,13667.34,11160.56,12512.28,12252.47,10813.05,13204.63,9943.68,12807.54,10321.96,11797.42,10133.68,7920.31,14908.09,15250.55,5839.42,24824.13,3882.09,103307.71,9511.47,21627.28,14956.13
37,28624.73,16657.86,5702.67,1994.44136,17067.27,107398.82,91369.96,99275.79,100344.34,30430.67,5049.43,9874.53,12757.43,12825.62,87511.08,6872.37,13105.27,13503.31,10975.61,12333.72,12074.22,10662.06,13012.38,9798.54,12808.09,10342.08,11726.22,10173.02,8049.6,14759.99,14914.86,5882.57,24625.26,3816.55,103470.99,9477.81,21350.24,15012.27
38,28338.1,16490.84,5590.58,1945.14559,16769.26,107232.45,91651.88,99466.95,100342.48,30674.54,4955.75,9697.29,12710.9,12783.95,86558.92,6806.82,13208.27,13369.91,10867.62,12224.49,11913.02,10561.93,12848.79,9682.48,12655.3,10282.01,11717.83,9940.07,8117.29,14445.87,14172.62,6021.16,24737.73,3854.29,103269.69,9239.71,21129.65,14445.6
39,27407.46,15950.38,5381.84,1921.31736,17004.67,107560.03,90805.55,99169.39,100355.82,28979.54,4618.99,9325.49,12278.75,12266.86,81975.48,6571.09,12903.81,12961.26,10486.2,11834.11,11498.59,10216.79,12403.8,9332.37,12508.36,10312.05,11446.33,9377.25,8403.86,13900.06,13102.9,6237.16,23820.01,3566.54,103755.08,8842.68,20431.86,14479.23
40,27648.88,16090.55,5483.15,1920.06773,16756.52,107483.68,91158.45,99217.54,100358.74,27249.68,4710.3,9085.86,12324.63,11965.5,80093.85,6595.22,12758.88,13033.61,10632.03,11895.63,11643.87,10263.87,12573.73,9434.35,11891.67,10136.96,11354.61,9048.96,8309.2,14025.41,13294.95,6175.47,24292.99,3718.86,103595.96,9087.2,20589.74,13988.41
41,27774.38,16161.0,5455.88,1885.22584,16117.96,107498.4,91175.36,99211.69,100362.89,27071.1,4751.59,9376.43,12672.68,12452.48,83755.32,6625.22,12822.63,13128.58,10723.13,11942.28,11698.29,10305.84,12642.86,9487.32,11904.22,10138.08,11424.5,8919.62,8267.94,13860.4,12983.53,6258.85,24417.67,3757.46,103602.02,9074.93,20709.82,13915.54
42,28441.92,16549.04,5596.1,1925.35977,15889.84,107762.79,90563.25,98909.84,100373.22,27599.7,4971.87,9397.7,12307.83,12027.77,83525.18,6774.34,12748.07,13391.79,10989.02,12205.8,11965.28,10515.98,12921.06,9712.38,12045.15,10217.05,11471.43,9276.94,8085.13,13895.68,13044.32,6269.53,24543.83,3794.25,103979.92,9290.44,21173.54,13978.29
43,28772.53,16741.27,5666.09,1861.9149,16810.06,107462.47,90881.14,99029.98,100376.49,27584.38,5081.18,9501.89,12739.28,12416.92,86662.86,6844.88,12690.37,13617.03,11166.26,12334.84,12117.2,10641.98,13076.81,9857.64,12415.04,10280.23,11604.08,9524.49,7999.86,14051.3,13301.44,6214.56,24932.79,3918.02,103421.72,9412.59,21438.49,14068.85
44,28132.55,16368.9,5548.6,1824.69929,16878.11,107394.62,91188.85,99145.43,100383.71,27119.52,4843.76,9139.73,12367.47,12056.68,84687.0,6680.26,12765.64,13327.96,10928.26,12064.15,11857.86,10383.0,12812.35,9631.25,12809.72,10365.62,11434.77,9523.68,8196.54,13623.44,12447.2,6393.78,24762.62,3858.31,103320.16,9304.09,20972.21,14257.13
45,26901.22,15653.17,5321.14,1748.84061,17628.02,107567.42,90330.81,99013.65,100390.16,24257.38,4423.15,8530.48,12110.64,11994.06,83239.58,6387.26,12072.18,12711.87,10417.28,11549.42,11358.35,9914.1,12269.86,9188.67,12725.62,10406.3,11058.1,9217.42,8551.24,12866.68,10947.34,6749.71,24166.31,3664.91,103675.73,8897.66,20094.26,14160.96
46,27067.61,15750.44,5367.98,1728.21838,17288.48,107363.66,91096.84,99205.93,100394.25,24392.1,4487.73,8142.7,11284.38,10907.12,77038.92,6395.63,12080.81,12795.5,10479.76,11586.28,11450.3,9955.73,12379.39,9243.67,12081.76,10192.57,11064.69,8423.33,8468.55,13013.18,11298.26,6664.05,24460.49,3761.24,103293.65,8975.16,20178.66,13089.24
47,26283.65,15295.52,5202.04,1659.31452,17160.52,107381.75,91154.84,99208.19,100398.31,22511.86,4218.27,8143.5,11790.15,11368.52,80273.03,6211.23,11601.9,12533.11,10200.36,11291.45,11088.61,9698.39,11993.84,8960.75,12249.42,10231.27,10915.83,8587.77,8730.75,12715.55,10942.73,6765.55,24099.67,3651.1,103299.53,8622.93,19617.21,13072.75
48,25320.39,14736.7,4925.05,1507.23477,16862.92,107425.95,91322.6,99121.89,100402.37,21937.76,3859.0,7775.75,11090.75,10957.59,75363.45,5971.8,11114.1,12043.81,9873.26,10876.58,10657.41,9304.4,11544.1,8588.77,12154.45,10203.07,10641.09,8496.72,9143.65,12099.42,9912.62,7043.52,23805.2,3553.36,103322.12,8158.95,18853.93,13180.49
49,24608.35,14325.1,4704.49,1559.31059,15823.86,107064.99,93277.31,99626.5,100410.07,20360.69,3694.61,7349.68,9962.03,10037.76,67608.17,5766.55,11179.66,11579.63,9576.03,10558.31,10356.05,9016.6,11269.39,8286.16,11519.84,9912.83,10590.28,7940.43,9273.41,11336.73,8808.83,7392.51,23687.19,3518.42,102527.35,7587.67,18217.95,12049.52
50,23816.3,13863.11,4568.94,1464.42639,14814.97,107329.79,92495.6,99374.71,100424.81,20660.65,3406.87,7605.74,10846.28,10923.49,73552.65,5583.01,10954.14,11085.49,9106.37,10234.88,10015.1,8737.71,10874.17,8012.62,11067.75,9858.52,10215.14,7968.7,9689.63,11110.59,8579.0,7540.33,22757.55,3238.72,102954.76,7305.95,17628.42,12092.99
51,23200.26,13502.96,4582.24,1440.20113,14697.98,107461.04,91851.66,99246.87,100452.85,20470.21,3243.33,7524.53,9412.52,9923.75,60147.16,5401.35,11124.23,10766.66,8855.86,9895.94,9797.52,8471.86,10653.43,7837.39,10064.87,9658.69,10248.02,7549.99,9899.5,11068.1,8934.14,7345.17,22989.28,3302.46,103255.52,7454.16,17189.8,11283.05
52,22064.72,12840.27,4393.73,1315.63614,13110.27,107275.27,92723.68,99412.99,100456.75,19437.5,2895.85,7115.87,9967.25,10613.99,63644.75,5123.43,11138.94,10096.01,8309.13,9418.13,9301.55,8046.01,10109.81,7449.64,9436.39,9450.43,9846.63,7024.33,10458.03,10899.39,9143.62,7331.32,22519.02,3165.16,102909.09,7026.65,16347.28,11338.99
53,20378.04,11858.62,4000.65,1340.79721,13476.94,106694.43,94006.69,100099.11,100456.36,17993.49,2478.25,6645.52,9562.4,10449.54,56174.05,4706.43,11106.2,9138.03,7500.66,8650.97,8584.68,7349.12,9334.26,6778.76,9414.34,9346.7,9747.71,6679.67,11142.95,10778.27,9431.31,7259.8,22765.49,3234.96,102093.29,6205.85,14983.27,11721.77
54,21854.0,12722.68,4275.16,1450.56296,13024.65,106881.79,93568.76,99733.46,100466.14,19451.25,2884.21,6536.71,10064.96,10272.74,56889.66,5051.73,10630.29,9831.31,8184.09,9264.02,9213.42,7913.4,9975.03,7300.96,8540.99,9154.79,10055.34,5941.58,10155.89,10863.54,9526.24,7259.41,22479.24,3158.55,102308.73,6774.31,16109.59,9840.86
55,20639.64,12013.14,3998.84,1442.9822,12731.79,106723.59,94445.79,99897.57,100468.44,19739.32,2521.99,6254.09,9694.41,9982.35,53682.46,4732.66,10118.62,9278.32,7846.01,8731.88,8738.21,7407.41,9457.07,6845.93,8988.8,9207.41,9779.56,5989.22,10904.76,11031.88,9485.24,7209.8,21932.31,2997.34,101965.15,6427.48,15238.58,10169.15
56,22518.89,13111.31,4323.71,1541.08547,13235.12,106858.31,94202.81,99755.69,100472.12,19324.92,3009.79,5821.8,9786.51,9479.18,51016.16,5175.31,9851.66,9997.03,8623.95,9482.75,9523.54,8063.78,10348.15,7478.97,8184.17,9024.86,10157.64,5555.32,9803.14,11809.72,10211.93,6981.8,22342.94,3110.1,102090.2,6956.77,16558.14,9993.98
57,23808.28,13859.83,4575.77,1632.21012,14688.78,107017.44,93482.83,99594.8,100473.24,20644.5,3341.91,6042.8,10720.2,10138.91,56256.08,5536.04,10099.54,10810.01,9121.79,10123.08,10053.92,8644.94,10927.68,7997.27,8773.06,9225.29,10443.74,5310.05,9254.82,12637.92,11346.99,6505.55,22573.6,3178.41,102408.92,7321.77,17536.8,9897.91
58,23449.47,13647.92,4599.49,1661.26387,15701.14,107228.47,92504.84,99407.92,100475.39,20810.11,3219.78,6492.16,10587.12,10313.83,59480.17,5460.88,10031.88,10576.41,8897.64,9975.4,9956.41,8555.79,10758.36,7924.25,9526.43,9474.42,10443.4,5387.94,9440.99,12064.73,10903.07,6620.1,22407.92,3133.51,102803.85,7479.54,17336.63,10489.32
59,23909.91,13916.17,4644.06,1585.3148,15638.18,107266.69,92655.91,99304.29,100480.84,20959.92,3366.58,6640.53,11214.89,10763.2,63892.53,5579.32,9771.43,10755.85,8949.83,10225.36,10130.61,8755.06,10961.9,8071.18,9317.64,9404.13,10348.36,6188.66,9204.76,12538.73,11855.45,6337.01,22140.43,3061.58,102779.22,7568.65,17664.04,11074.0
60,23826.58,13868.36,4717.2,1573.88284,16126.9,107123.78,92880.94,99440.41,100482.88,19722.08,3313.02,6237.48,10831.87,10479.4,63905.95,5549.48,9436.79,10729.96,8900.17,10172.93,10145.19,8731.35,10965.33,8057.28,9703.2,9483.42,10327.33,6593.35,9316.74,12431.46,11627.34,6365.1,22108.01,3048.77,102616.6,7846.94,17683.28,10871.17
61,24279.31,14132.21,4854.0,1559.53618,15581.18,107242.22,92813.01,99388.58,100488.27,20107.71,3454.39,6149.06,11148.57,10736.55,65148.14,5613.01,9347.61,10905.93,9017.22,10355.62,10414.18,8902.57,11244.11,8213.66,9373.85,9409.2,10433.89,6314.53,9097.19,12352.25,11178.76,6507.9,22060.5,3037.77,102731.82,8236.35,18067.37,10581.74
62,23208.5,13507.57,4783.73,1482.96446,15749.55,107172.47,92884.07,99515.74,100492.19,20961.57,3143.33,6297.79,10965.72,10764.7,63414.95,5387.76,9752.86,10427.06,8619.24,9923.04,9948.12,8534.46,10777.12,7870.96,9669.95,9489.17,10327.21,6532.22,9516.19,11766.45,10194.83,6746.83,22226.44,3079.76,102669.07,7987.06,17348.96,11039.67
63,23769.44,13834.57,4976.72,1424.97657,15194.84,107303.22,92664.08,99366.85,100499.41,21028.64,3312.35,6108.08,10482.67,10250.77,59209.53,5521.9,9734.4,10769.22,8819.89,10185.32,10160.07,8752.03,11020.01,8045.33,9394.08,9431.36,10414.37,6376.4,9240.57,11646.1,9965.99,6851.8,22504.96,3159.36,102836.63,8216.31,17755.85,11263.4
64,23756.57,13826.51,5008.26,1400.1373,14850.54,107267.14,92913.11,99407.18,100509.32,21951.27,3309.68,6002.86,10529.7,10446.5,59498.95,5513.04,10105.51,10729.47,8802.5,10172.73,10173.35,8751.95,11028.71,8040.57,9080.59,9325.25,10425.54,6492.81,9242.23,11619.68,9927.82,6875.63,22483.26,3151.68,102751.02,8292.25,17759.69,11158.38
65,24690.78,14370.12,5203.41,1502.12089,15370.71,107312.46,92860.12,99365.29,100518.09,22487.08,3569.98,5649.07,10410.06,10284.58,58548.23,5729.99,10625.75,11182.71,9131.47,10566.18,10577.49,9116.63,11470.72,8363.38,8681.27,9214.78,10613.8,6590.99,8877.24,12129.52,10766.08,6611.96,22456.39,3145.34,102801.2,8641.89,18444.48,11143.03
66,25108.29,14612.62,5260.95,1557.17031,15921.6,107326.31,93115.12,99368.38,100522.68,23022.31,3698.13,6086.55,11309.84,10887.81,62983.03,5835.6,10734.26,11355.31,9292.51,10735.37,10745.83,9292.05,11668.4,8527.45,9010.88,9291.2,10769.35,6928.4,8712.9,12394.26,11263.46,6483.51,22914.57,3274.57,102765.86,8781.85,18771.17,11562.88
67,24801.44,14431.64,5254.02,1596.87436,16482.47,107462.28,92591.11,99261.48,100527.32,22959.76,3594.5,6104.85,11279.93,10863.83,63466.04,5764.49,10655.21,11234.33,9221.4,10598.24,10632.48,9187.31,11546.87,8439.73,9528.37,9473.06,10704.88,6862.39,8847.09,12578.2,11258.36,6381.3,22795.39,3238.48,103024.05,8788.33,18595.23,11708.92
68,25182.35,14655.3,5303.2,1611.22074,16402.69,107584.28,92026.11,99173.58,100531.11,23563.48,3702.12,6243.78,11700.86,11281.87,67953.88,5875.07,10757.75,11419.6,9340.74,10771.35,10788.6,9356.44,11751.24,8598.56,9455.32,9494.67,10773.76,6732.53,8716.26,12654.16,11392.49,6418.88,22818.43,3246.8,103277.15,8912.13,18894.73,11406.76
